gene,baseMean,log2FC_MLE,log2FC_apeglm,lfcSE_apeglm,statistic_zero_null,pvalue_zero_null,padj_zero_null,pvalue_threshold_test,padj_threshold_test,FSOS_svalue,DE_primary_threshold_test,DE_zero_null_plus_effect_filter,DE_primary,leading_signal,genotype,timing,Athal.common.NAme,TAIR10,Athaliana_TAIR10_homolog,homology
Vitvi19g01610,498.600911900096,1.78848226336722,1.61022699326716,0.449163335129893,4.16354702910452,3.13341449078691e-05,0.0004812643353804,0.0332106968296993,0.476293102175496,0.0224082754091487,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],33.534
Vitvi12g02630,35.8217170010063,-1.84366837636483,-1.6403680659461,0.445129834402512,-4.30609751944007,1.66159828159692e-05,0.0004865619531147,0.0243914862805772,0.60914531280224,0.0167506745720132,False,True,True,False,Rpv12+1,6,RRS1,NP_199339.2,NP_199339.2 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],34.906
Vitvi02g00721,61.4371555386438,-4.96039485189856,-4.29042369106512,1.29244009019693,-4.15904135295766,3.19586042999073e-05,0.0004889582164768,0.0004494246307852,0.0218380758435009,0.0010445340165377,True,True,True,True,Rpv12+1,0,BG1,NP_191286.1,"NP_191286.1 beta-1,3-glucaNAse 1 [Arabidopsis thaliana]",48.903
Vitvi17g00205,54.853654077477,-3.12373201651511,-2.72395225458601,0.801343306306332,-4.14068479138209,3.46270522011092e-05,0.0005311781183228,0.002437914920263,0.0645479923068428,0.002549456018694,False,True,True,False,Rpv12+1,24,,NP_849538.2,NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],52.918
Vitvi12g04316,32.3062338165845,-2.84594581522634,-2.52056066745627,0.69691526667564,-4.13424167353289,3.56128572808443e-05,0.0005349746048602,0.0036639553111353,0.108391347252665,0.0029748316226164,False,True,True,False,Rpv12+1,0,SERK2,NP_174683.1,NP_174683.1 somatic embryogenesis receptor-like kiNAse 2 [Arabidopsis thaliana],59.048
Vitvi12g01780,154.064866993519,-1.23717030395127,-1.11076703601961,0.301640922368285,-4.27065831980062,1.94896807921491e-05,0.0005590239281295,0.206478336133555,1.0,0.097021543040092,False,True,True,False,Rpv12+1,6,,NP_564971.2,NP_564971.2 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],34.859
Vitvi07g00434,1864.51220446813,1.8733288512371,1.66142798919004,0.466941952038222,4.26612999689937,1.98892916516633e-05,0.0005692867357805,0.0233599324022905,0.594428474427547,0.0181096537515621,False,True,True,False,Rpv12+1,6,WRKY23,NP_182248.1,NP_182248.1 WRKY DNA-binding protein 23 [Arabidopsis thaliana],44.023
Vitvi13g01608,91.8843504561836,-2.7045472815926,-2.35401444081088,0.698342964084977,-4.11430782478225,3.88342928778834e-05,0.0005728872091853,0.0047564255744786,0.130971933266093,0.005734971966635,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],41.319
Vitvi15g01762,136.16377018385,1.56893008310626,1.41502416673508,0.386745564565234,4.11206550316904,3.92134998048242e-05,0.0005774439815849,0.0679637628426327,0.726083731324964,0.0400557854127668,False,True,True,False,Rpv12+1,0,,NP_001322398.1,NP_001322398.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],31.127
Vitvi00g04617,11.2800273193886,5.13547932334193,4.37317250291329,1.40106923103499,4.10956995618696,3.96396620214747e-05,0.0005830225155588,0.0004680386469419,0.022464996266705,0.001634313092667,True,True,True,True,Rpv12+1,0,ABCG40,NP_001323077.1,NP_001323077.1 pleiotropic drug resistance 12 [Arabidopsis thaliana],73.526
Vitvi10g01495,128.910370527491,2.78381915512567,2.37612964331438,0.783291536614486,4.10480371543751,4.04658317750038e-05,0.0005923447603143,0.0042657240593937,0.120634676399654,0.009366883211575,False,True,True,False,Rpv12+1,0,,NP_201491.1,NP_201491.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],42.893
Vitvi05g04504,75.9187553072333,2.12683327971747,1.87390003960253,0.556963945811856,4.10487072254432,4.0454104488367e-05,0.0005923447603143,0.0148213572710788,0.283279086343859,0.0148373746959684,False,True,True,False,Rpv12+1,0,,NP_190255.1,NP_190255.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],28.177
Vitvi14g04262,53.2604314530939,3.88376467012045,3.28360204744076,1.11487599193131,4.10366638214685,4.06653755617889e-05,0.0005949122282305,0.0011556364450629,0.0454459895117834,0.0044016292253816,True,True,True,True,Rpv12+1,0,MYB15,NP_188966.1,NP_188966.1 myb domain protein 15 [Arabidopsis thaliana],79.545
Vitvi18g03016,21.9217607395895,2.13047493014378,1.8618772821506,0.562745067925152,4.08389307469092,4.42874152815947e-05,0.0006513819479864,0.0151174358321282,0.272728968229407,0.0129370108178318,False,True,True,False,Rpv12+1,24,,NP_192938.1,NP_192938.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],25.568
Vitvi05g04414,239.384505594714,2.02856387800266,1.80802774122873,0.50990679067983,4.0692181403936,4.71711670474155e-05,0.0006713826094602,0.0195440584103791,0.340835349304737,0.0139073254430884,False,True,True,False,Rpv12+1,0,CRK25,NP_192429.1,NP_192429.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 25 [Arabidopsis thaliana],50.484
Vitvi19g02309,82.8008171961844,-2.41401276503431,-2.10392623451633,0.63169981536895,-4.05949010902471,4.91799909798357e-05,0.0006963208378041,0.0087068552609098,0.197367960806015,0.0095864024655918,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.975
Vitvi14g01368,1507.3977601529,1.3768463094456,1.2376093062408,0.356912089714082,4.056419071947,4.98308173336583e-05,0.0007039174402706,0.133445195958115,1.0,0.0782522066895353,False,True,True,False,Rpv12+1,0,FER,NP_190723.1,NP_190723.1 Malectin/receptor-like protein kiNAse family protein [Arabidopsis thaliana],38.641
Vitvi17g00622,363.530957392532,1.13716461148981,1.03626079022492,0.285466578354399,4.04708975957043,5.1858359336358e-05,0.000744078357956,0.312718500969402,1.0,0.119532584279663,False,True,True,False,Rpv12+1,24,NAC100,NP_200951.1,NP_200951.1 NAC domain containing protein 100 [Arabidopsis thaliana],63.611
Vitvi17g00175,81.7567162664328,-2.66502097700848,-2.34734658711505,0.666981910729034,-4.03582195179394,5.44114690561361e-05,0.0007586196670441,0.0058435594822888,0.149133339021653,0.0046725938327,False,True,True,False,Rpv12+1,0,WAK2,NP_173549.1,NP_173549.1 wall-associated kiNAse 2 [Arabidopsis thaliana],50.419
Vitvi13g04786,596.244651037604,-1.31862334051345,-1.17774429054931,0.330085771385321,-4.1814058498375,2.89712212112204e-05,0.0007784483258413,0.156159747654281,1.0,0.0772050126094022,False,True,True,False,Rpv12+1,6,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],39.036
Vitvi13g00189,64.2861756893704,2.53287792472892,2.21349155421053,0.6694156257227,4.02455263708424,5.70837256618149e-05,0.0007887350899632,0.0074329959484107,0.175804467463361,0.0082286011776708,False,True,True,False,Rpv12+1,0,WRKY55,NP_181606.1,NP_181606.1 WRKY DNA-binding protein 55 [Arabidopsis thaliana],38.227
Vitvi14g02430,288.281366990556,2.40396012195631,2.06394638480412,0.676325367066918,4.02400958435611,5.72155870530436e-05,0.0007901139028244,0.0093841659071386,0.208919485927524,0.0147206152248224,False,True,True,False,Rpv12+1,0,MYB20,NP_176797.1,NP_176797.1 myb domain protein 20 [Arabidopsis thaliana],59.206
Vitvi16g01964,1875.7678425225,1.91373417021012,1.67752505454693,0.51829923537999,4.0137132524253,5.97709518999327e-05,0.0008153472707678,0.0276575400722281,0.427092559934727,0.0248273269521344,False,True,True,False,Rpv12+1,0,,NP_181039.1,NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana],37.068
Vitvi06g01447,23.0386053860081,3.65664061904795,3.17723274522248,0.909891515816805,4.16759312984089,3.07832759515567e-05,0.0008189301713727,0.0012315149462292,0.0688358963213907,0.0016876015646689,False,True,True,False,Rpv12+1,6,ABCG39,NP_176867.2,NP_176867.2 pleiotropic drug resistance 11 [Arabidopsis thaliana],67.144
Vitvi05g02215,88.6533480929371,-2.23961929319223,-1.96641216293245,0.585619590417055,-4.00977105734076,6.07776480574983e-05,0.0008478585150308,0.0132300913386403,0.247735117628841,0.0095636439391454,False,True,True,False,Rpv12+1,24,,NP_198395.1,NP_198395.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],26.894
Vitvi18g03141,73.4954226975803,1.67235171585811,1.48704739023842,0.43779837924828,3.99881025471009,6.3661690299257e-05,0.000855629788441,0.0539526059028243,0.639201193529492,0.0368050878176194,False,True,True,False,Rpv12+1,0,,NP_197270.1,NP_197270.1 disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],35.38
Vitvi02g00560,203.196411414438,1.33636922656017,1.21229636820343,0.350737107207331,3.99413600391078,6.49305869100211e-05,0.0008698368347554,0.15736676028404,1.0,0.0860218307747923,False,True,True,False,Rpv12+1,0,,NP_182037.1,NP_182037.1 C2H2-like zinc finger protein [Arabidopsis thaliana],38.344
Vitvi07g02920,30.3132925247115,-3.27345749700794,-2.88885092564373,0.799692544260733,-4.14394039226554,3.41388515952242e-05,0.000891262623703,0.0020009377238745,0.0985735026720053,0.0018061476568631,False,True,True,False,Rpv12+1,6,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],32.743
Vitvi00g04564,4052.21878459666,-3.41878659391734,-2.93597747223961,0.91935050162129,-3.99087630897803,6.58296082100905e-05,0.0009055154817776,0.002374955201457,0.0630725412334172,0.0029400095276333,False,True,True,False,Rpv12+1,24,BG3,NP_191283.2,"NP_191283.2 beta-1,3-glucaNAse 3 [Arabidopsis thaliana]",64.968
Vitvi03g00207,2974.27506458348,-1.93116501618494,-1.7069687652916,0.504241416617341,-3.98992050400337,6.60954439672983e-05,0.0009086648200772,0.0271866111509923,0.425756324777558,0.0165744583124395,False,True,True,False,Rpv12+1,24,NAC036,NP_565404.2,NP_565404.2 NAC domain containing protein 36 [Arabidopsis thaliana],59.507
Vitvi04g02232,483.558743706065,2.21259540183891,1.92524378985272,0.609263730879599,3.97805761831621,6.94805369887979e-05,0.0009163396730492,0.014623435446953,0.280634454835434,0.0163141338242147,False,True,True,False,Rpv12+1,0,RLK1,NP_001318851.1,NP_001318851.1 receptor-like protein kiNAse 1 [Arabidopsis thaliana],37.192
Vitvi15g04001,681.251978392085,-2.51866107238875,-2.18140099991206,0.667877281445109,-3.98695149172866,6.69277025227469e-05,0.0009183633529195,0.0081086916761128,0.169421138622554,0.0070984440071344,False,True,True,False,Rpv12+1,24,CRK25,NP_192429.1,NP_192429.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 25 [Arabidopsis thaliana],46.341
Vitvi04g00155,110.591268156144,3.50557134636645,3.01718035744578,0.965412640077912,3.97667557950216,6.98854036025206e-05,0.0009211860905038,0.0022397086096816,0.0748257184171938,0.0038611842039505,False,True,True,False,Rpv12+1,0,MYB3,NP_564176.2,NP_564176.2 myb domain protein 3 [Arabidopsis thaliana],49.02
Vitvi05g02222,90.9510769019511,2.13919666834689,1.8472347488184,0.581461656862895,3.97612428898514,7.00475253887594e-05,0.0009223360959259,0.0171119189242638,0.310753760393431,0.0185657098522987,False,True,True,False,Rpv12+1,0,RPM1,NP_187360.1,NP_187360.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],27.086
Vitvi11g01630,2019.59233103623,-1.2642406105841,-1.12103445274875,0.321030478652281,-4.13067845853596,3.61694188706819e-05,0.0009304178122928,0.1939701683579,1.0,0.0954371960983625,False,True,True,False,Rpv12+1,6,,NP_194449.1,NP_194449.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],29.51
Vitvi13g02230,39.6333075969611,-1.91973130979495,-1.69341170887044,0.500313110685373,-3.95786145044882,7.56237994194255e-05,0.0009774753003656,0.0289676774068345,0.439794238703067,0.0216219275887849,False,True,True,False,Rpv12+1,0,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],32.749
Vitvi08g01699,928.587555632289,1.80057150830898,1.57187359149721,0.497194355532771,3.94989732612447,7.81847243309158e-05,0.0010021638234216,0.039526584022489,0.530244057150917,0.0345470785990894,False,True,True,False,Rpv12+1,0,BG1,NP_191286.1,"NP_191286.1 beta-1,3-glucaNAse 1 [Arabidopsis thaliana]",57.413
Vitvi11g00634,224.016526267883,1.73642540918933,1.50924744552748,0.475388368859414,3.9483369751321,7.86959792568266e-05,0.0010060997119725,0.0470155471031426,0.588177760244432,0.0402466329257476,False,True,True,False,Rpv12+1,0,ChiC,NP_193716.1,NP_193716.1 Glycosyl hydrolase family protein with chitiNAse insertion domain-containing protein [Arabidopsis thaliana],42.049
Vitvi13g01802,23.4299367359475,2.95581702909886,2.55002170892165,0.78635684556107,3.94792164621675,7.88325950118896e-05,0.0010065561879374,0.0044971327592423,0.125729310507824,0.0053472572651864,False,True,True,False,Rpv12+1,0,,NP_188064.1,NP_188064.1 LRR and NB-ARC domains-containing disease resistance protein [Arabidopsis thaliana],39.394
Vitvi08g01841,699.974352989011,1.92574316365797,1.68130493178118,0.50569436820599,4.10444442546207,4.0528768158172e-05,0.0010250719569062,0.0242427498983837,0.606857506786431,0.0208753194210131,False,True,True,False,Rpv12+1,6,ANAC087,NP_197328.3,NP_197328.3 NAC domain containing protein 87 [Arabidopsis thaliana],74.762
Vitvi06g00007,30.2749331332103,-2.58656285552087,-2.24103823403777,0.688755384916222,-3.95164476608686,7.76158969741804e-05,0.0010392088441043,0.007677739435965,0.161969343472105,0.0065643105068917,False,True,True,False,Rpv12+1,24,NAC032,NP_177869.1,NP_177869.1 NAC domain containing protein 32 [Arabidopsis thaliana],64.824
Vitvi06g04021,4.37435825672181,6.0280066016371,5.42533613854017,2.30847493779719,3.95150044628788,7.76627273744976e-05,0.0010392088441043,0.0004924428142044,0.0173609320441713,0.0045642584402564,True,True,True,True,Rpv12+1,24,CRK8,NP_001328701.1,NP_001328701.1 cysteine-rich RECEPTOR-like kiNAse [Arabidopsis thaliana],41.379
Vitvi12g04545,47.2761392701458,3.97580025361929,3.40458954016823,0.990488331596544,3.92920275156015,8.52279575021952e-05,0.0010668233387927,0.0016366174779873,0.0588889636955572,0.0015393202835645,False,True,True,False,Rpv12+1,0,,NP_849538.2,NP_849538.2 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],40.456
Vitvi11g00241,716.588797198475,1.52123532047568,1.33307257003462,0.41553139171619,3.92214975615728,8.77624139041897e-05,0.0010876561086895,0.0894930378039437,0.847258350751951,0.0647697913861527,False,True,True,False,Rpv12+1,0,NAC075,NP_001329814.1,NP_001329814.1 NAC domain containing protein 75 [Arabidopsis thaliana],62.698
Vitvi10g04203,69.8210951729013,3.40128511622876,2.95471960289189,0.917545913065572,3.9221888324951,8.77481778887299e-05,0.0010876561086895,0.0028112822329831,0.0889242224094388,0.0034864047688841,False,True,True,False,Rpv12+1,0,CRK6,NP_849426.1,NP_849426.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 6 [Arabidopsis thaliana],43.452
Vitvi18g04739,10.1741622974155,-7.02117024582633,-6.97262599960183,3.27758146106953,-3.91789024955033,8.93273573856869e-05,0.0011019873693308,0.0003936872143807,0.019578828595033,0.0079688142951142,True,True,True,True,Rpv12+1,0,,NP_001328449.1,NP_001328449.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana],37.074
Vitvi12g02736,87.3206074308274,1.49257079860542,1.32504360902258,0.391409025685109,3.92704565469207,8.59956623914492e-05,0.0011329353682758,0.0974904824637081,1.0,0.0447598654867937,False,True,True,False,Rpv12+1,24,,NP_194449.1,NP_194449.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],28.185
Vitvi18g04598,88.5800272011171,-2.35443655280333,-2.03719733023679,0.636186879830386,-3.92637274407209,8.62364834453128e-05,0.0011348942340591,0.0119502848939103,0.229858457749852,0.0101533803123686,False,True,True,False,Rpv12+1,24,,NP_001332330.1,NP_001332330.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],39.161
Vitvi14g01678,118.35661012504,-1.63166804844696,-1.41578131250045,0.437948004715139,-4.07246251732522,4.6518688105179e-05,0.0011547833593517,0.0574468581339897,1.0,0.0425929879034898,False,True,True,False,Rpv12+1,6,NAC044,NP_001319443.1,NP_001319443.1 NAC domain containing protein 44 [Arabidopsis thaliana],46.734
Vitvi09g00368,10.5278468958805,-6.70182780962966,-6.63525063503684,2.92795770194153,-3.89890981783135,9.66267513564494e-05,0.001173814914407,0.0004584377304058,0.0221668624578308,0.0059348721709475,True,True,True,True,Rpv12+1,0,RPS5,NP_172686.1,NP_172686.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],38.771
Vitvi15g01542,676.298802797341,-1.60086671642316,-1.41621165397358,0.419301344376176,-3.90371551823603,9.47271194368488e-05,0.0012302041720855,0.0714312365858655,0.850811260314447,0.0335261884479858,False,True,True,False,Rpv12+1,24,NTL9,NP_567986.3,NP_567986.3 NAC transcription factor-like 9 [Arabidopsis thaliana],35.974
Vitvi10g01931,966.802036591655,1.42436550091298,1.26764705447569,0.384445093889124,3.88426099228663,0.0001026416053281,0.0012323847824408,0.123585205617254,1.0,0.0750920162448272,False,True,True,False,Rpv12+1,0,,NP_193820.1,NP_193820.1 ethylene-responsive nuclear protein / ethylene-regulated nuclear protein (ERT2) [Arabidopsis thaliana],47.059
Vitvi12g02094,45.6100076321265,1.3591501650052,1.21558625162762,0.35946792025717,3.88127315221882,0.0001039110503755,0.0012415158105188,0.152537397714162,1.0,0.0863602306498361,False,True,True,False,Rpv12+1,0,RPS2,NP_194339.1,NP_194339.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],29.512
Vitvi14g01960,615.889885026175,1.62697456123607,1.42693289441497,0.452343846450857,3.87976579582723,0.0001045570908944,0.0012473939425061,0.0674421850964433,0.722153139557045,0.0513218254261283,False,True,True,False,Rpv12+1,0,MYB94,NP_190344.1,NP_190344.1 myb domain protein 94 [Arabidopsis thaliana],53.372
Vitvi09g01335,685.41648760979,-3.08326069577371,-2.61254882781999,0.869727720860535,-3.89335243316118,9.88683536384962e-05,0.0012765832076719,0.0042616676869312,0.102152877062561,0.005689753873452,False,True,True,False,Rpv12+1,24,,NP_181039.1,NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana],33.824
Vitvi04g01426,109.685372977786,3.12049902828595,2.59787584895359,0.957334343729683,3.8708922904207,0.0001084377004239,0.0012862162675227,0.0042641306832173,0.120634676399654,0.0117356750174257,False,True,True,False,Rpv12+1,0,,NP_195341.2,NP_195341.2 Leucine-rich receptor-like protein kiNAse family protein [Arabidopsis thaliana],68.684
Vitvi06g01949,6022.58070629868,2.26349646375451,1.9764334579516,0.592227430491607,4.04070262159874,5.32912990812563e-05,0.0013054474675448,0.0120496378595429,0.377599233813643,0.0105074413171074,False,True,True,False,Rpv12+1,6,ABCG39,NP_176867.2,NP_176867.2 pleiotropic drug resistance 11 [Arabidopsis thaliana],67.894
Vitvi13g00120,85.7459822207493,-5.29269641283683,-4.4966174344099,1.46517606134918,-4.04034290736136,5.33731060011262e-05,0.0013060251367182,0.0005254309910307,0.0338540623014107,0.0017040691987614,True,True,True,True,Rpv12+1,6,IMK2,NP_190742.1,NP_190742.1 inflorescence meristem receptor-like kiNAse 2 [Arabidopsis thaliana],67.391
Vitvi14g01379,2059.62966882036,-1.16474598688561,-1.0432137577839,0.307618939159329,-3.88480900603379,0.0001024103648047,0.0013109542868492,0.291337433817816,1.0,0.116585517583893,False,True,True,False,Rpv12+1,24,FER,NP_190723.1,NP_190723.1 Malectin/receptor-like protein kiNAse family protein [Arabidopsis thaliana],43.432
Vitvi03g01374,320.52269227488,-2.10353328828683,-1.83407763085661,0.548367012614152,-4.03854717702909,5.37832773302851e-05,0.0013121705750277,0.0170596186879794,0.477797179078002,0.0135977723374379,False,True,True,False,Rpv12+1,6,,NP_175437.1,NP_175437.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.517
Vitvi10g00050,409.018190495257,-1.73948541515119,-1.50188849565154,0.495170784071103,-3.86347244675701,0.0001117865075121,0.0013195842832145,0.0502505510989217,0.612822455103353,0.0444245014652249,False,True,True,False,Rpv12+1,0,CERK1,NP_566689.2,NP_566689.2 chitin elicitor receptor kiNAse 1 [Arabidopsis thaliana],59.054
Vitvi17g00863,918.578879674874,1.35876166293895,1.20399419170819,0.349902044920457,4.03061340921243,5.56314787885429e-05,0.001347722843061,0.143613152401624,1.0,0.0722242737580219,False,True,True,False,Rpv12+1,6,CRK2,NP_177209.1,NP_177209.1 cysteine-rich RLK (RECEPTOR-like protein kiNAse) 2 [Arabidopsis thaliana],42.383
Vitvi05g04487,119.86426052448,-2.76229190407172,-2.39182292631518,0.736710662818558,-3.84627020572304,0.0001199295021784,0.001398950386206,0.0070668709496939,0.169442967161359,0.0067055996357733,False,True,True,False,Rpv12+1,0,,NP_190255.1,NP_190255.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],30.154
Vitvi17g04067,19.2908434718423,-4.09512883836009,-3.50126872619052,1.1088412200303,-3.83560622948027,0.0001252549523648,0.0014480436445139,0.0018728065163386,0.0652082046310418,0.0024606616844665,False,True,True,False,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],36.09
Vitvi07g00386,8.12417078090333,4.41405845688545,3.80933408544632,1.19439550825484,3.83395263331077,0.0001261004340748,0.0014564511457424,0.001512855857315,0.0560042418436588,0.001899736429757,False,True,True,False,Rpv12+1,0,,NP_198686.2,NP_198686.2 cotton fiber protein [Arabidopsis thaliana],52.747
Vitvi13g04696,110.494829227691,-1.54526367193856,-1.36199153720084,0.413437183593047,-3.84995122760295,0.0001181413476888,0.0014774265186107,0.087152762532909,0.967600856425743,0.0420789774026994,False,True,True,False,Rpv12+1,24,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],37.418
Vitvi06g01613,57.5850705215727,3.41022435757112,2.86915270963375,1.00238804837167,3.81437264557309,0.0001365293216824,0.0015550329953622,0.0035107436502897,0.105318283426523,0.0071596988476356,False,True,True,False,Rpv12+1,0,RLK1,NP_001318851.1,NP_001318851.1 receptor-like protein kiNAse 1 [Arabidopsis thaliana],37.387
Vitvi17g00670,404.390262805111,-2.15895709204495,-1.87805355510976,0.582593292581075,-3.79915066499312,0.0001451928104271,0.0016348126497643,0.020703330868748,0.353049825420846,0.0168174355646592,False,True,True,False,Rpv12+1,0,,NP_173983.1,NP_173983.1 C2H2-like zinc finger protein [Arabidopsis thaliana],34.901
Vitvi10g02048,1287.1153402758,2.31217165599758,1.93303204788042,0.704988530679572,3.79627814136754,0.0001468846934993,0.0016484794645827,0.0156039953565449,0.291977764328939,0.0241447626563494,False,True,True,False,Rpv12+1,0,,NP_201491.1,NP_201491.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana],46.522
Vitvi02g00081,380.799355484779,1.3925963181376,1.23691082345401,0.382783442596069,3.78329382586707,0.0001547665306626,0.001718264195315,0.143082090614753,1.0,0.0842575718072342,False,True,True,False,Rpv12+1,0,ABCC10,NP_191473.2,NP_191473.2 multidrug resistance-associated protein 14 [Arabidopsis thaliana],57.906
Vitvi16g01769,407.061744885557,-1.57193172699967,-1.39110636555068,0.425440962449594,-3.80283862711466,0.0001430475403974,0.0017207613306796,0.0832366521648792,0.939338905945243,0.0380620408098076,False,True,True,False,Rpv12+1,24,,NP_181039.1,NP_181039.1 disease resistance family protein / LRR family protein [Arabidopsis thaliana],41.327
Vitvi14g04503,3.07577002670644,5.92150990359713,5.51036145477198,2.48571993132473,3.76574385225262,0.0001660539653791,0.001823041662692,0.0008799954013139,0.0366557320110997,0.0081419715110151,True,True,True,True,Rpv12+1,0,,NP_188065.1,NP_188065.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],32.222
Vitvi14g02633,133.053939102318,-1.23152455334779,-1.10198087566104,0.328187253958685,-3.78374079102919,0.000154488719092,0.0018350935793408,0.238437735588012,1.0,0.0946322853177563,False,True,True,False,Rpv12+1,24,,NP_194449.1,NP_194449.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],28.107
Vitvi03g04051,3.49995548988889,-6.89656969116635,-6.67279876244307,3.12708463732679,-3.75223835942668,0.0001752627062015,0.0019105185973369,0.0006766068507711,0.0299950552560819,0.0081708571317962,True,True,True,True,Rpv12+1,0,,NP_175437.1,NP_175437.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],32.738
Vitvi10g00949,489.812333916756,2.06074575567905,1.74099231323136,0.623503386437441,3.75001591970404,0.0001768233442988,0.0019224271448135,0.02678617517468,0.417829192841057,0.0317624075472457,False,True,True,False,Rpv12+1,0,GHR1,NP_001320016.1,NP_001320016.1 Leucine-rich receptor-like protein kiNAse family protein [Arabidopsis thaliana],71.265
Vitvi05g01583,1704.73141282781,3.81986624680805,3.08104921299273,1.25578530713158,3.74761315755489,0.000178525304787,0.0019332524873558,0.0028339636876488,0.0894347154364955,0.0120502575663122,False,True,True,False,Rpv12+1,0,EP3,NP_191010.1,NP_191010.1 homolog of carrot EP3-3 chitiNAse [Arabidopsis thaliana],67.939
Vitvi01g01852,26.4052941552083,-3.9560502137438,-3.35584675154457,1.08770790627277,-3.74348779235779,0.0001814834236105,0.0019549117988568,0.0025785986337581,0.0831733189401725,0.0031110558341272,False,True,True,False,Rpv12+1,0,RPM1,NP_187360.1,NP_187360.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],32.512
Vitvi13g04612,33.8330761496655,-3.90095656984225,-3.16573993107638,1.20914977978181,-3.76348174682352,0.0001675639628185,0.001966746335368,0.002566388363571,0.0673361616877172,0.0068134677132131,False,True,True,False,Rpv12+1,24,,NP_001078488.1,NP_001078488.1 BifunctioNAl inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana],27.273
Vitvi05g02224,31.2603885581117,-2.55610218676859,-2.15146760101205,0.738787117991243,-3.75680806690325,0.0001720943838039,0.0020027006326855,0.0110960394079039,0.216936692728967,0.0120683058803288,False,True,True,False,Rpv12+1,24,,NP_190255.1,NP_190255.1 NB-ARC domain-containing disease resistance protein [Arabidopsis thaliana],34.286
Vitvi18g04735,425.513642468122,1.27674588755025,1.12961966208401,0.360764513466913,3.72681683663022,0.0001939132696338,0.0020653901040638,0.209597021520135,1.0,0.120961480025048,False,True,True,False,Rpv12+1,0,,NP_001327255.1,NP_001327255.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],27.381
Vitvi06g04029,20.6552046232058,-4.18807268251061,-3.35695421469408,1.3219575387375,-3.74469821986149,0.000180610736236,0.0020860413023493,0.0021838388018767,0.0588938548642204,0.0068976534293104,False,True,True,False,Rpv12+1,24,,NP_176113.1,NP_176113.1 Disease resistance-responsive (dirigent-like protein) family protein [Arabidopsis thaliana],66.887
Vitvi17g04042,42.6063705717668,-2.90524205355699,-2.44801784272566,0.843215012870639,-3.73503586649109,0.0001876884357848,0.0021546562460367,0.0071546544448443,0.15278253520219,0.0080325158657819,False,True,True,False,Rpv12+1,24,,NP_192625.4,NP_192625.4 Leucine-rich repeat receptor-like protein kiNAse family protein [Arabidopsis thaliana],51.128
