geneID,spearman_rho,pvalue,padj,fdr,module_size,TAIR10,Athal.common.NAme,locus_tag,homology
Vitvi13g00156,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,595,NP_565936.1,KT2,AT2G40540,80.87
Vitvi16g04296,-0.829476273338115,4.06241215706204e-10,1.72733764918278e-06,4.56967632058936e-09,301,NP_201042.2,,AT5G62360,51.777
Vitvi00g04369,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,149,NP_193747.2,GSO1,AT4G20140,35.589
Vitvi01g01971,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,348,NP_564187.1,,AT1G23040,52.459
Vitvi05g00276,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,501,NP_850878.2,,AT5G26670,68.51
Vitvi14g01198,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,242,NP_177020.1,KCS6,AT1G68530,83.74
Vitvi02g01355,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,17,NP_194130.3,CSLG3,AT4G23990,54.244
Vitvi02g00121,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,6,NP_176620.1,,AT1G64380,45.152
Vitvi05g01108,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,564,NP_189024.1,GAE6,AT3G23820,79.605
Vitvi02g00239,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,433,NP_001329477.1,GRF8,AT4G24150,34.061
Vitvi19g00275,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,282,NP_200251.1,,AT5G54400,75.0
Vitvi03g00340,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,678,NP_195174.6,,AT4G34480,72.35
Vitvi14g00113,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,612,NP_191822.1,,AT3G62630,43.296
Vitvi05g01494,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,290,NP_191501.1,CR4,AT3G59420,70.399
Vitvi10g00879,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,156,NP_181012.1,PID,AT2G34650,69.231
Vitvi06g00182,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,181,NP_188718.1,,AT3G20820,74.352
Vitvi00g00859,-0.82902360477862,4.23397938922474e-10,1.80028803629836e-06,4.58088558854544e-09,404,NP_182021.1,,AT2G44940,50.532
Vitvi12g04497,0.82892441580381,4.2724620919693803e-10,1.81665088150538e-06,4.61078903935376e-09,3,NP_565026.1,SEC6,AT1G71820,84.884
Vitvi13g00387,-0.827698385975134,4.775768772723551e-10,2.03065688216205e-06,5.140903499144441e-09,5,NP_200716.1,,AT5G59080,39.634
Vitvi18g02406,0.827123396298606,5.0303223062359e-10,2.13889304461151e-06,5.374103127164651e-09,6,NP_173064.1,WAKL2,AT1G16130,43.348
Vitvi16g02116,-0.827123396298606,5.03032230623596e-10,2.13889304461153e-06,5.374103127164651e-09,4,NP_200123.2,,AT5G53110,37.563
Vitvi12g04067,-0.827123396298606,5.03032230623596e-10,2.13889304461153e-06,5.374103127164651e-09,5,NP_179503.1,,AT2G19130,58.14
Vitvi16g01497,0.826554464746446,5.29455877613899e-10,2.2512463916143e-06,5.6281159790357805e-09,12,NP_176674.1,CYP89A6,AT1G64940,58.7
Vitvi01g00286,-0.826554464746446,5.29455877613902e-10,2.25124639161431e-06,5.6281159790357805e-09,12,NP_189219.1,HMT-1,AT3G25900,80.124
Vitvi08g02166,0.826024577307844,5.55221056258636e-10,2.36079993121172e-06,5.88728162396938e-09,7,NP_850317.1,,AT2G39490,29.492
Vitvi17g00031,-0.825770053886784,5.68006945783812e-10,2.41516553347277e-06,5.9929665842996806e-09,585,NP_851037.2,,AT5G13980,68.862
Vitvi11g00038,-0.825770053886784,5.68006945783812e-10,2.41516553347277e-06,5.9929665842996806e-09,563,NP_189235.1,PRXQ,AT3G26060,77.901
Vitvi07g00217,0.825286999230347,5.930287464298641e-10,2.52155822981978e-06,6.2013472818632704e-09,18,NP_191860.1,GID1B,AT3G63010,80.175
Vitvi12g04091,-0.825286999230347,5.930287464298641e-10,2.52155822981978e-06,6.2013472818632704e-09,17,NP_001328395.1,,AT4G03500,37.897
Vitvi10g00422,-0.825276366486452,5.93590861645896e-10,2.52394834371835e-06,6.2013472818632704e-09,220,NP_001154324.1,,AT1G11120,63.91
Vitvi06g00383,-0.825276366486452,5.93590861645896e-10,2.52394834371835e-06,6.2013472818632704e-09,746,NP_190171.2,,AT3G45850,79.147
Vitvi07g04040,-0.824437720326742,6.39520169476102e-10,2.71923976061239e-06,6.32561203259186e-09,598,NP_172033.1,OFP12,AT1G05420,38.428
Vitvi01g01972,0.824392187992147,6.42105911361317e-10,2.73023433510832e-06,6.32561203259186e-09,52,NP_173718.1,,AT1G23050,41.558
Vitvi05g00948,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,261,NP_189066.1,,AT3G24240,70.411
Vitvi19g00221,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,633,NP_175713.1,,AT1G53050,70.555
Vitvi06g00259,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,544,NP_850115.1,NCRK,AT2G28250,55.818
Vitvi01g00994,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,158,NP_565292.1,PKS1,AT2G02950,31.055
Vitvi04g01475,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,279,NP_563882.1,MLO4,AT1G11000,48.529
Vitvi18g00310,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,80,NP_179701.1,LAX2,AT2G21050,84.096
Vitvi08g02089,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,588,NP_565934.1,ASG8,AT2G40475,38.614
Vitvi08g01500,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,589,NP_195987.1,TRM28,AT5G03670,45.173
Vitvi19g00282,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,322,NP_200248.1,,AT5G54370,61.538
Vitvi12g02409,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,141,NP_188806.1,,AT3G21690,72.441
Vitvi14g04043,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,173,NP_563664.1,,AT1G02816,58.929
Vitvi12g02137,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,176,NP_189913.3,,AT3G43270,62.572
Vitvi04g00178,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,274,NP_195044.2,,AT4G33180,58.278
Vitvi10g00669,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,151,NP_199379.1,,AT5G45670,70.278
Vitvi01g00325,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,408,NP_177008.1,,AT1G68410,78.947
Vitvi13g01913,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,341,NP_568905.1,LTP3,AT5G59320,36.842
Vitvi04g00300,-0.824392187992147,6.42105911361328e-10,2.73023433510837e-06,6.32561203259186e-09,333,NP_196720.1,TINY2,AT5G11590,69.11
Vitvi05g00266,-0.824356049428621,6.44165101155286e-10,2.73899001011227e-06,6.32561203259186e-09,461,NP_172655.1,APA1,AT1G11910,53.725
Vitvi10g00436,-0.824356049428621,6.44165101155286e-10,2.73899001011227e-06,6.32561203259186e-09,526,NP_568193.1,AGAL2,AT5G08370,66.316
Vitvi13g00738,-0.824356049428621,6.44165101155286e-10,2.73899001011227e-06,6.32561203259186e-09,704,NP_196086.1,CYP77A4,AT5G04660,72.345
Vitvi14g00029,-0.824356049428621,6.44165101155286e-10,2.73899001011227e-06,6.32561203259186e-09,447,NP_172655.1,APA1,AT1G11910,63.333
Vitvi09g00261,-0.824356049428621,6.44165101155286e-10,2.73899001011227e-06,6.32561203259186e-09,725,NP_194728.1,,AT4G29990,47.908
Vitvi12g00456,-0.824356049428621,6.44165101155286e-10,2.73899001011227e-06,6.32561203259186e-09,616,NP_178536.1,,AT2G04570,62.5
Vitvi04g00307,-0.824356049428621,6.44165101155286e-10,2.73899001011227e-06,6.32561203259186e-09,396,NP_180152.1,TIP4;1,AT2G25810,68.273
Vitvi13g04540,0.823576516347011,6.90105235035939e-10,2.93432745937281e-06,6.7301088517725e-09,13,,,,
Vitvi01g02072,0.823576516347011,6.90105235035939e-10,2.93432745937281e-06,6.7301088517725e-09,19,NP_001117258.1,,AT1G10586,34.194
Vitvi02g04106,-0.823576516347011,6.90105235035939e-10,2.93432745937281e-06,6.7301088517725e-09,55,,,,
Vitvi12g00381,-0.823529749837804,6.92955858180504e-10,2.9464483089835e-06,6.74244464298284e-09,7,NP_193930.1,APR3,AT4G21990,72.098
Vitvi13g01608,0.821699636322878,8.13497034238565e-10,3.45898938958238e-06,7.843513355062221e-09,5,NP_188065.1,,AT3G14470,41.319
Vitvi04g01887,-0.821699636322878,8.134970342385801e-10,3.45898938958244e-06,7.843513355062221e-09,41,NP_850064.1,,AT2G25625,40.132
Vitvi18g02692,-0.821699636322878,8.134970342385801e-10,3.45898938958244e-06,7.843513355062221e-09,14,NP_180224.1,PLA2A,AT2G26560,69.877
Vitvi14g02869,-0.821699636322878,8.134970342385801e-10,3.45898938958244e-06,7.843513355062221e-09,13,NP_188456.1,,AT3G18280,53.488
Vitvi08g01528,0.821346479026993,8.38891382746122e-10,3.56696615943651e-06,8.033707566298591e-09,30,NP_190865.2,CYP76G1,AT3G52970,44.622
Vitvi01g00300,0.821346479026993,8.38891382746122e-10,3.56696615943651e-06,8.033707566298591e-09,103,NP_176996.1,ENDO2,AT1G68290,72.285
Vitvi19g00585,-0.821346479026993,8.38891382746137e-10,3.56696615943658e-06,8.033707566298591e-09,658,NP_200345.1,,AT5G55340,44.643
Vitvi12g04582,0.821097725122579,8.57218370606127e-10,3.64489251181725e-06,8.19076968947698e-09,18,,,,
Vitvi04g00318,-0.820912582981568,8.710994376282601e-10,3.70391480879536e-06,8.304741723756421e-09,399,NP_196715.1,GulLO3,AT5G11540,63.943
Vitvi08g00240,-0.820209834581476,9.257111346158901e-10,3.93612374438677e-06,8.78599050086332e-09,581,NP_196257.2,FLA17,AT5G06390,74.946
Vitvi18g02617,-0.820209834581476,9.257111346158901e-10,3.93612374438677e-06,8.78599050086332e-09,276,NP_201246.1,OPT4,AT5G64410,75.749
Vitvi05g01285,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,241,NP_567471.1,IAGLU,AT4G15550,51.837
Vitvi08g02162,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,559,NP_195932.1,,AT5G03120,40.244
Vitvi11g01228,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,601,NP_179479.1,,AT2G18890,68.49
Vitvi01g00104,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,194,NP_001329642.1,QRT3,AT4G20050,67.098
Vitvi15g00915,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,393,NP_182189.1,CYP78A6,AT2G46660,68.352
Vitvi01g01796,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,632,NP_850638.1,,AT3G26935,52.632
Vitvi12g04046,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,262,NP_193747.2,GSO1,AT4G20140,34.939
Vitvi04g01227,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,585,NP_001185033.1,,AT1G19330,64.706
Vitvi11g04039,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,563,NP_199780.1,,AT5G49690,47.577
Vitvi17g00350,-0.819760771205674,9.62256253728296e-10,4.09151359085271e-06,8.93343578788802e-09,596,NP_188478.1,ASPG1,AT3G18490,59.197
Vitvi05g04475,-0.819364257432423,9.95634354671641e-10,4.23343727606382e-06,9.087852052572851e-09,300,NP_199366.1,,AT5G45530,37.795
Vitvi11g00156,0.819235825519126,1.0066741102449901e-09,4.28037831676171e-06,9.087852052572851e-09,58,NP_974673.2,EDA39,AT4G33050,61.315
Vitvi06g00501,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,656,NP_191112.1,SDIR1,AT3G55530,75.0
Vitvi08g02331,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,117,NP_001326965.1,PAP16,AT3G10150,68.513
Vitvi17g00087,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,138,NP_199887.2,,AT5G50740,61.194
Vitvi02g01215,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,282,NP_567589.1,,AT4G19460,57.874
Vitvi18g00371,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,694,NP_567338.1,SAH7,AT4G08685,61.635
Vitvi18g00640,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,268,NP_564286.1,,AT1G27480,59.813
Vitvi18g00743,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,735,NP_188563.1,,AT3G19320,47.123
Vitvi12g02266,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,112,NP_564623.2,,AT1G53210,48.566
Vitvi09g00350,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,554,NP_850068.1,,AT2G25737,69.52
Vitvi11g01075,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,528,NP_567354.1,HKT1,AT4G10310,48.093
Vitvi11g00539,-0.819235825519126,1.0066741102450201e-09,4.28037831676181e-06,9.087852052572851e-09,708,NP_197527.1,HHP1,AT5G20270,56.374
Vitvi18g02837,0.81872655405402,1.05157904018329e-09,4.47131407885934e-06,9.4305874909167e-09,69,NP_001321447.1,,AT1G78780,53.448
Vitvi16g01753,0.818228616890212,1.0972771899961801e-09,4.66562261186376e-06,9.4305874909167e-09,4,NP_188065.1,,AT3G14470,34.737
Vitvi07g01829,0.818228616890212,1.0972771899961801e-09,4.66562261186376e-06,9.4305874909167e-09,104,NP_565524.1,SEP2,AT2G21970,55.172
Vitvi03g01258,0.817655533971392,1.1521519247184602e-09,4.89894998390291e-06,9.4305874909167e-09,11,NP_001327038.1,,AT3G54750,46.809
Vitvi18g00472,-0.817416591567534,1.1757755775555802e-09,4.99939775576633e-06,9.4305874909167e-09,751,NP_201341.1,,AT5G65380,59.336
Vitvi08g02288,-0.816908451014811,1.2275173252565202e-09,5.21940366699071e-06,9.4305874909167e-09,22,NP_181216.1,,AT2G36780,52.12
Vitvi08g00055,-0.816908451014811,1.2275173252565202e-09,5.21940366699071e-06,9.4305874909167e-09,452,NP_187479.1,,AT3G08670,60.134
Vitvi05g04505,-0.816908451014811,1.2275173252565202e-09,5.21940366699071e-06,9.4305874909167e-09,34,,,,
Vitvi16g01126,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,29,NP_001154775.1,,AT5G52800,57.686
Vitvi19g04531,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,25,,,,
Vitvi12g00208,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,3,NP_172147.2,,AT1G06620,52.199
Vitvi18g04544,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,20,,,,
Vitvi13g04289,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,34,NP_174616.2,,AT1G33500,39.437
Vitvi11g04001,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,19,NP_191964.2,DGD2,AT4G00550,73.649
Vitvi06g01327,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,12,NP_850112.1,,AT2G28105,58.784
Vitvi13g04231,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,30,NP_182179.3,,AT2G46560,52.542
Vitvi18g04771,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,36,NP_567242.2,TOC159,AT4G02510,45.455
Vitvi19g00255,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,8,NP_567775.1,,AT4G27450,82.329
Vitvi05g01674,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,11,NP_198614.1,,AT5G37980,59.155
Vitvi15g04163,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,14,NP_568463.1,CYP714A1,AT5G24910,45.558
Vitvi03g01292,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,3,NP_001078199.1,,AT3G22142,77.907
Vitvi04g04030,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,3,NP_197965.1,,AT5G25930,58.511
Vitvi14g02034,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,22,NP_001322566.1,,AT1G13880,39.339
Vitvi13g04539,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,28,NP_188065.1,,AT3G14470,39.168
Vitvi13g04698,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,7,,,,
Vitvi19g01835,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,3,NP_177100.1,ELF5A-3,AT1G69410,63.889
Vitvi16g04254,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,5,NP_181039.1,,AT2G34930,36.952
Vitvi10g04236,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,28,NP_172602.1,SD1-13,AT1G11350,46.154
Vitvi16g00043,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,15,NP_176674.1,CYP89A6,AT1G64940,60.531
Vitvi00g04017,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,12,,,,
Vitvi10g04063,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,19,NP_193961.3,SOBER1,AT4G22300,70.616
Vitvi10g04179,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,9,NP_001322220.1,,AT1G11340,45.326
Vitvi04g04029,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,3,NP_197965.1,,AT5G25930,50.286
Vitvi04g04340,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,28,,,,
Vitvi04g04296,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,15,NP_001318638.1,PP2-B12,AT5G24560,42.995
Vitvi19g04530,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,26,,,,
Vitvi13g02285,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,24,NP_851016.1,SAC3C,AT3G54380,55.065
Vitvi13g01550,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,12,NP_188065.1,,AT3G14470,40.213
Vitvi13g02354,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,27,NP_188065.1,,AT3G14470,39.589
Vitvi13g02344,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,25,NP_188065.1,,AT3G14470,41.207
Vitvi13g04527,0.816811769737353,1.23759826433005e-09,5.26226781993139e-06,9.4305874909167e-09,9,,,,
Vitvi16g04388,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,41,NP_001325073.1,RLP21,AT2G25470,37.121
Vitvi13g04446,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,22,NP_973635.2,,AT2G38695,54.464
Vitvi04g01585,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,18,NP_195643.1,CAD9,AT4G39330,76.257
Vitvi07g02402,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,22,NP_197348.1,,AT5G18470,34.351
Vitvi07g02362,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,12,,,,
Vitvi16g01141,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,37,NP_181039.1,,AT2G34930,38.389
Vitvi07g04445,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,9,,,,
Vitvi10g01787,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,10,NP_180476.3,GLR2.7,AT2G29120,35.19
Vitvi07g02062,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,21,NP_188964.2,TDR1,AT3G23230,58.696
Vitvi05g04474,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,10,,,,
Vitvi04g04332,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,5,,,,
Vitvi00g04498,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,9,NP_564777.1,,AT1G61500,44.928
Vitvi10g04709,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,11,NP_179503.1,,AT2G19130,40.527
Vitvi10g04463,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,17,NP_001323127.1,ABCC12,AT1G30410,56.386
Vitvi10g04464,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,22,NP_001324371.1,ABCC2,AT2G34660,72.953
Vitvi13g01796,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,34,NP_188065.1,,AT3G14470,39.507
Vitvi15g04379,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,35,NP_001320737.1,,AT1G04945,46.296
Vitvi09g01736,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,6,NP_199929.1,,AT5G51160,36.913
Vitvi18g04643,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,42,,,,
Vitvi06g01618,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,41,NP_190964.2,,AT3G53960,24.819
Vitvi05g01159,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,31,NP_192211.2,,AT4G03020,40.462
Vitvi13g02553,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,3,NP_001318851.1,RLK1,AT5G60900,43.071
Vitvi18g04642,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,43,NP_001328450.1,,AT4G19510,30.896
Vitvi13g04443,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,26,NP_001190086.1,SAC3C,AT3G54380,53.017
Vitvi14g02857,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,21,NP_683307.2,,AT1G15125,48.286
Vitvi16g04389,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,43,NP_181039.1,,AT2G34930,36.605
Vitvi04g01325,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,22,NP_175159.1,GAMMANACA2,AT1G47260,70.588
Vitvi04g01375,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,18,NP_565388.1,,AT2G16460,40.09
Vitvi13g04427,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,23,NP_001318851.1,RLK1,AT5G60900,48.387
Vitvi08g00795,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,17,NP_195977.2,IREG2,AT5G03570,59.722
Vitvi14g04416,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,12,NP_197952.2,,AT5G25800,53.425
Vitvi15g04378,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,31,NP_001184910.1,,AT1G04945,36.842
Vitvi00g04501,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,5,NP_172597.3,,AT1G11300,50.495
Vitvi16g04352,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,4,,,,
Vitvi15g04205,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,9,NP_568088.1,,AT5G01350,59.701
Vitvi00g04728,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,18,NP_180936.1,EMB3113,AT2G33800,59.14
Vitvi13g04783,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,17,,,,
Vitvi13g04782,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,10,,,,
Vitvi18g04543,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,19,NP_188064.1,,AT3G14460,42.105
Vitvi00g04634,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,15,NP_179356.1,,AT2G17650,70.951
Vitvi05g04312,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,18,NP_181039.1,,AT2G34930,36.503
Vitvi00g04500,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,17,NP_001321939.1,,AT1G11300,47.407
Vitvi05g04293,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,16,NP_001320096.1,,AT4G30990,63.953
Vitvi13g02083,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,43,NP_001326518.1,,AT3G56160,61.458
Vitvi00g04752,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,26,NP_189160.3,ROF1,AT3G25230,81.562
Vitvi05g04171,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09,7,NP_001320174.1,,AT1G06620,51.19
Vitvi18g01884,0.816275876347149,1.2948839326720501e-09,5.50584648172156e-06,9.81434310467305e-09,60,NP_567085.1,,AT3G59470,42.718
Vitvi07g02832,0.816275876347149,1.2948839326720501e-09,5.50584648172156e-06,9.81434310467305e-09,23,NP_197270.1,,AT5G17680,29.815
Vitvi14g00679,-0.816275876347149,1.29488393267206e-09,5.50584648172158e-06,9.81434310467305e-09,125,NP_001031963.1,,AT5G28910,61.368
Vitvi17g00273,-0.816055112076351,1.3191913956402802e-09,5.60920181426247e-06,9.945393287699421e-09,85,NP_172961.1,LPP2,AT1G15080,69.792
Vitvi13g01855,-0.816055112076351,1.3191913956402802e-09,5.60920181426247e-06,9.945393287699421e-09,782,NP_175933.1,,AT1G55360,70.702
Vitvi08g01604,-0.816055112076351,1.3191913956402802e-09,5.60920181426247e-06,9.945393287699421e-09,204,NP_172287.1,ACA7,AT1G08080,53.358
