# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "32" "-p" "-B" "-C" "-t" "gene" "-g" "gene_id" "-a" "/scratch/USERNAME/Athal/TAIR10ref/Arabidopsis_thaliana.TAIR10.63.gff3" "-o" "/scratch/USERNAME/Athal/froussios2019_samples_from1_to14_perGene.counts.tsv" "/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam" "/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/USERNAME/Athal/ERR1811888_Sample_1/ERR1811888_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811889_Sample_2/ERR1811889_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811890_Sample_3/ERR1811890_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811891_Sample_4/ERR1811891_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811892_Sample_5/ERR1811892_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811893_Sample_6/ERR1811893_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811894_Sample_7/ERR1811894_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811900_Sample_8/ERR1811900_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811901_Sample_9/ERR1811901_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811895_Sample_10/ERR1811895_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811896_Sample_11/ERR1811896_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811897_Sample_12/ERR1811897_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811898_Sample_13/ERR1811898_Aligned.sortedByCoord.out.bam	/scratch/USERNAME/Athal/ERR1811899_Sample_14/ERR1811899_Aligned.sortedByCoord.out.bam
AT3G52810	3	19570961	19573733	-	2773	19	10	11	4	17	8	1	2	1	3	5	0	0	2
AT3G52820	3	19573916	19577141	-	3226	177	64	74	54	108	66	44	42	28	50	26	24	8	44
AT3G52830	3	19578005	19578265	+	261	9	12	5	0	2	4	5	0	2	0	0	0	0	0
AT3G52840	3	19581049	19586354	+	5306	6077	6367	7007	2584	10109	8565	6062	8099	9613	11634	9433	14445	3806	11447
AT3G52850	3	19587756	19591947	+	4192	10709	9318	8876	3852	11495	10802	7951	7458	6824	8913	7035	9475	2403	8192
AT3G52860	3	19591848	19592768	-	921	427	459	397	139	461	345	274	449	399	480	437	492	215	513
AT3G52870	3	19593073	19595834	-	2762	4954	5346	6503	2734	8878	7433	5574	4203	4258	5558	5377	6176	2458	5392
AT3G52880	3	19601167	19604597	-	3431	12489	10192	10989	5424	12952	12781	9048	8636	9109	12159	9395	13668	1826	8782
AT3G52890	3	19607897	19612217	+	4321	2392	2320	2109	912	2752	2477	1955	1680	1618	1832	1488	2343	398	1835
AT3G52900	3	19613078	19614027	+	950	601	524	446	172	575	701	311	363	296	324	253	377	72	303
AT3G52905	3	19614007	19615754	-	1748	520	508	502	127	503	532	356	441	360	482	392	624	172	475
AT3G52910	3	19615977	19618507	-	2531	395	607	411	138	394	446	250	530	421	546	468	578	290	666
AT3G52920	3	19624278	19626347	+	2070	3254	2935	2904	1027	3468	3918	2235	3430	3440	3588	3008	4204	1326	3313
AT3G52930	3	19626748	19629204	-	2457	10154	10704	9262	4880	9732	8934	7051	9506	8923	11248	9078	11131	3399	10325
AT3G52940	3	19630077	19633328	-	3252	1315	1361	1265	396	1608	1716	1138	1055	985	1199	1060	1496	462	1299
AT3G52941	3	19633330	19633473	-	144	3	1	1	0	0	0	0	0	0	0	1	0	0	0
AT3G52950	3	19634331	19636845	+	2515	1973	1538	1545	544	2063	2013	1453	1465	1285	1592	1463	1646	392	1380
AT3G52960	3	19639549	19640710	+	1162	5602	6763	4760	1800	4615	3564	2416	5384	4672	6054	5474	5911	2718	5517
AT3G52970	3	19641278	19643282	-	2005	13	7	16	0	4	20	12	4	2	0	4	0	0	0
AT3G52980	3	19645660	19646962	+	1303	3	7	1	1	2	0	0	0	0	0	0	0	0	0
AT3G52990	3	19648711	19652515	+	3805	7330	7988	6502	2202	8032	7847	5112	5104	4645	6080	4842	6126	2342	5832
AT3G53000	3	19653910	19656135	+	2226	1322	1241	1029	368	1535	1484	894	970	897	1178	980	1307	364	1074
AT3G53010	3	19656488	19658124	-	1637	43	46	38	20	56	56	25	30	38	40	38	54	18	44
AT3G53020	3	19660488	19662025	-	1538	7117	5836	5864	2676	6922	7602	4829	3356	3591	4328	3564	5717	762	3746
AT3G53030	3	19662195	19664553	+	2359	1656	1713	1729	750	2242	1969	1563	1576	1308	1933	1596	2396	892	2392
AT3G53040	3	19664629	19666497	-	1869	65	38	49	28	37	49	51	21	15	20	18	36	28	28
AT3G53050	3	19669084	19669774	+	691	0	0	1	0	2	0	1	0	2	0	0	2	0	0
AT3G53060	3	19670166	19670423	+	258	2	2	4	0	0	0	0	2	0	0	0	2	0	0
AT3G53065	3	19672726	19673567	+	842	3	0	2	0	2	0	4	0	2	0	0	0	0	0
AT3G53070	3	19674533	19674942	+	410	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AT3G53075	3	19676310	19677291	+	982	3	5	2	2	0	2	0	0	0	0	0	0	0	0
AT3G53080	3	19677938	19678790	+	853	2	3	2	0	2	0	0	0	0	0	0	0	0	0
AT3G53090	3	19679177	19685360	+	6184	2426	2372	2310	723	2612	2244	1538	1970	1631	1960	1707	2153	769	1993
AT3G53100	3	19684686	19686984	-	2299	872	978	877	246	857	817	502	865	849	921	849	953	364	992
AT3G53110	3	19687740	19690661	+	2922	5255	4568	4504	1801	5695	5817	4041	3740	3584	4211	3528	5389	1412	4509
AT3G53120	3	19690571	19692578	-	2008	1108	1163	1051	400	1448	1228	963	1136	981	1305	1088	1372	599	1374
AT3G53130	3	19692757	19697542	+	4786	3787	3541	3363	1254	3807	3211	2225	2669	2359	3133	2638	3280	1256	2952
AT3G53140	3	19695643	19697542	+	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53150	3	19697607	19699392	-	1786	18	39	14	8	28	20	14	11	8	12	12	4	0	6
AT3G53160	3	19702332	19703976	-	1645	210	188	178	69	209	175	110	71	64	102	89	84	23	73
AT3G53170	3	19704106	19706536	-	2431	770	730	623	195	734	658	430	460	372	396	351	515	128	421
AT3G53180	3	19706820	19711460	+	4641	3393	3326	3501	1342	5019	4538	3634	3029	2765	3896	3135	3718	1530	3639
AT3G53190	3	19713799	19717740	+	3942	1237	1268	1220	546	1328	1419	856	823	824	1040	822	1096	364	1096
AT3G53200	3	19718253	19719507	-	1255	9	13	10	2	12	8	6	4	10	2	8	2	2	6
AT3G53210	3	19720077	19721903	+	1827	737	760	710	209	739	826	515	600	412	583	541	741	342	703
AT3G53220	3	19721937	19722846	+	910	305	231	250	57	246	282	153	74	49	103	80	91	42	94
AT3G53230	3	19723350	19727128	+	3779	1911	1416	1612	646	2381	1410	1213	1881	1407	2170	1488	1646	536	1494
AT3G53232	3	19730774	19731519	-	746	33	40	38	16	77	82	82	54	34	36	40	63	34	70
AT3G53240	3	19733766	19739232	+	5467	958	1078	922	268	930	893	663	989	822	896	777	1043	378	1010
AT3G53235	3	19733838	19734695	-	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53250	3	19742687	19743583	+	897	479	703	519	180	891	880	644	465	439	331	366	642	363	686
AT3G53260	3	19744018	19747114	-	3097	3253	3923	3182	1320	4687	4401	2848	9615	8609	12236	9324	12504	3604	9883
AT3G53270	3	19750047	19753280	-	3234	1496	1381	1308	448	1654	1646	979	1018	1018	1358	1098	1484	530	1396
AT3G53280	3	19755689	19757613	+	1925	2876	2560	2731	894	2672	2477	1959	2973	2580	3723	2597	3716	1114	2744
AT3G53290	3	19758157	19759603	+	1447	7	0	0	0	4	10	2	0	1	1	3	0	0	0
AT3G53294	3	19759983	19760108	-	126	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53300	3	19760475	19762357	+	1883	5	3	1	0	6	2	6	0	1	0	0	0	0	1
AT3G53305	3	19763618	19765268	+	1651	3	4	2	0	3	2	4	0	0	0	0	0	0	0
AT3G53310	3	19766655	19768786	-	2132	1004	938	1011	368	939	910	650	898	730	1008	770	1146	370	932
AT3G53320	3	19769150	19772453	-	3304	592	624	496	160	516	536	334	496	430	500	431	640	254	610
AT3G53330	3	19772930	19773938	+	1009	9	12	14	0	4	6	2	1	0	2	0	1	0	0
AT3G53340	3	19774318	19776289	-	1972	730	699	623	276	808	740	596	714	606	881	682	908	223	787
AT3G53342	3	19777087	19777353	+	267	2	3	2	5	4	3	1	1	3	1	1	2	0	3
AT3G53350	3	19779978	19782750	-	2773	522	502	478	156	629	626	346	434	473	499	382	580	134	430
AT3G53360	3	19783849	19786808	+	2960	522	446	461	156	588	602	409	187	164	222	146	212	65	157
AT3G53370	3	19787852	19788907	-	1056	612	593	444	132	469	394	262	360	301	456	337	421	125	383
AT3G53380	3	19789038	19791695	-	2658	642	790	671	266	819	810	587	645	523	669	617	896	365	867
AT3G53390	3	19792466	19796807	+	4342	1946	1451	1553	760	1985	1996	1264	904	865	1088	893	1347	260	1108
AT3G53400	3	19798107	19800136	+	2030	1301	1531	1732	495	1749	1528	1035	1134	1142	1715	1403	1751	710	1534
AT3G53410	3	19800951	19802328	-	1378	816	777	712	370	1012	969	662	780	646	849	725	1018	312	942
AT3G53420	3	19803473	19805730	-	2258	35468	34764	34813	13209	41217	32065	27116	88975	75624	100514	88393	97858	38906	88224
AT3G53430	3	19809313	19810520	-	1208	8101	8268	6555	2746	8297	8287	5257	6781	6598	8178	6817	9225	2525	6958
AT3G53440	3	19810655	19812713	+	2059	778	739	661	224	748	738	481	562	387	480	389	535	200	484
AT3G53450	3	19812977	19815666	-	2690	53	59	56	18	92	76	49	36	34	40	25	48	12	66
AT3G53460	3	19818975	19821519	-	2545	40653	41260	37301	16340	39855	40511	31473	8188	8039	11727	12758	17999	5106	16745
AT3G53470	3	19822679	19823541	+	863	1883	1755	1687	675	1607	1492	1158	2071	1885	2245	2127	2291	841	2379
AT3G53480	3	19825267	19831880	+	6614	2628	2283	2111	796	3356	3109	2037	2119	1779	2229	1994	2172	722	2304
AT3G53490	3	19832448	19834304	+	1857	509	480	537	163	536	556	372	421	330	504	419	589	215	574
AT3G53500	3	19834240	19837088	-	2849	3790	4368	3945	1822	4913	4164	3083	5446	4671	6264	5466	6869	2416	6189
AT3G53510	3	19837148	19839983	-	2836	1095	1057	950	372	1151	946	745	765	668	733	680	908	278	902
AT3G53520	3	19841374	19844412	+	3039	2342	2456	1964	664	1912	1732	1292	1752	1609	1939	1717	2065	770	2007
AT3G53530	3	19845097	19846820	+	1724	944	1358	1062	433	1221	1148	797	1258	1083	1338	1287	1356	623	1385
AT3G53540	3	19846647	19851045	-	4399	2179	2806	2685	1014	3525	3022	2535	3068	2927	3612	3637	4751	1879	4258
AT3G53550	3	19856870	19858308	+	1439	10	17	14	3	13	2	12	4	10	7	8	3	0	6
AT3G53560	3	19859585	19861178	-	1594	2641	2254	1937	590	2092	1860	1090	1460	1334	1717	1124	1629	451	1130
AT3G53570	3	19861177	19864588	-	3412	2054	2009	1928	546	1815	1567	1127	2237	1856	2379	1892	2351	897	2371
AT3G53580	3	19864631	19867134	+	2504	3029	2800	2774	1302	3180	3077	2217	2253	2154	2659	2361	3021	640	2375
AT3G53590	3	19866880	19872749	-	5870	25	22	15	4	17	35	14	8	6	8	3	8	2	10
AT3G53600	3	19875375	19876177	+	803	17	8	6	2	26	5	18	11	4	4	2	4	2	4
AT3G53610	3	19876232	19878792	-	2561	1953	2082	1873	622	2293	2339	1454	2091	1837	2285	1910	2674	949	2459
AT3G53611	3	19878542	19878694	+	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53620	3	19880504	19883743	+	3240	1898	1350	1735	586	2554	1581	1596	1162	1176	1767	1060	1630	500	1467
AT3G53630	3	19883787	19885938	+	2152	3055	2851	2824	1112	3041	2951	2163	1977	1393	2246	1711	2517	831	1875
AT3G53640	3	19887007	19888935	-	1929	16	21	2	2	6	5	6	0	2	0	2	0	0	0
AT3G53650	3	19889297	19890251	+	955	134	170	181	52	245	312	179	187	166	234	256	423	112	318
AT3G53670	3	19890364	19892443	+	2080	1577	1705	1537	502	2165	2002	1528	1305	1275	1703	1486	1966	814	1966
AT3G53680	3	19892525	19897955	-	5431	821	772	811	242	870	927	557	930	902	964	894	1100	379	938
AT3G53690	3	19898788	19900235	-	1448	170	142	134	54	148	145	97	94	64	101	74	110	40	70
AT3G53700	3	19900240	19903173	+	2934	3167	2691	2501	958	2768	2544	1675	1649	1466	1644	1413	2024	680	1492
AT3G53710	3	19903234	19905590	-	2357	4010	3428	3487	1666	4669	4382	3207	2551	2311	2918	2427	3936	862	3147
AT3G53720	3	19905591	19910244	-	4654	4473	3648	4047	1841	3624	2686	2453	2169	1949	2493	1858	2455	664	1494
AT3G53730	3	19912385	19913515	-	1131	1694	1540	1723	1127	2495	2899	1825	924	1019	1266	1278	2214	308	1891
AT3G53740	3	19913651	19915066	-	1416	7069	6036	5730	2381	7475	7917	4685	3513	3677	4391	3504	5995	586	3907
AT3G53750	3	19915257	19917775	+	2519	1111	1186	1079	372	1118	1291	741	1127	1192	1261	1004	1489	380	1243
AT3G53760	3	19917788	19922512	-	4725	1123	1223	969	355	1041	1135	753	637	491	532	500	630	232	644
AT3G53770	3	19923304	19924113	+	810	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53780	3	19924538	19927026	-	2489	1401	1258	1102	368	1570	1480	948	1236	1092	1428	1300	1409	643	1573
AT3G53790	3	19928478	19930267	+	1790	4	0	4	2	0	2	4	0	0	2	0	0	0	0
AT3G53800	3	19930798	19932961	+	2164	4454	5009	4899	1623	5949	5109	3658	2134	2455	3394	3345	4130	1915	4266
AT3G53810	3	19932970	19935392	-	2423	671	644	764	337	945	908	673	501	574	782	677	1018	186	690
AT3G53820	3	19938564	19939231	+	668	10	3	0	0	0	4	5	0	2	0	0	0	0	0
AT3G53830	3	19940499	19943885	+	3387	283	148	178	80	262	122	98	840	796	855	705	924	130	678
AT3G53840	3	19945571	19947844	+	2274	65	80	77	24	69	63	53	47	27	15	24	30	2	22
AT3G53850	3	19948093	19949346	-	1254	756	947	819	188	1075	984	646	635	573	784	689	1044	274	827
AT3G53860	3	19949557	19951350	-	1794	226	267	267	81	308	289	183	316	246	322	282	385	141	414
AT3G53870	3	19951424	19953018	+	1595	12845	12676	11596	4981	13230	13121	9273	10175	9668	13049	10894	15049	4070	10307
AT3G53880	3	19953117	19955291	+	2175	442	462	397	122	377	396	303	415	317	413	335	409	143	452
AT3G53890	3	19955344	19956449	-	1106	3831	4181	3494	1226	4589	4382	2495	3488	3342	4532	3645	5070	1485	3626
AT3G53900	3	19956590	19959075	-	2486	937	1104	896	262	909	1075	618	941	715	902	792	948	368	783
AT3G53910	3	19959856	19960446	-	591	0	4	0	0	7	2	2	0	0	1	0	0	0	0
AT3G53920	3	19960789	19963980	-	3192	4480	3432	4058	1810	4638	4816	3362	2056	2341	2932	2191	3512	586	2412
AT3G53930	3	19966149	19970880	+	4732	1368	1074	1273	469	1610	1651	1249	652	670	873	674	1225	257	860
AT3G53940	3	19970929	19973769	-	2841	460	444	353	97	372	319	176	211	177	206	182	222	74	180
AT3G53950	3	19975339	19977532	+	2194	1552	1654	1638	737	1642	1451	1541	1435	1081	1532	1375	1622	669	1680
AT3G53960	3	19978122	19981086	-	2965	3318	3356	3630	1446	4232	3980	2625	2853	2629	4155	3504	4066	1372	3337
AT3G53970	3	19985087	19987377	+	2291	2609	2428	2093	881	2591	2400	1559	2316	1874	2665	2166	2636	1056	2578
AT3G53980	3	19987562	19988463	-	902	955	1253	781	411	1399	2069	832	1478	1338	2171	1620	1511	592	1905
AT3G53990	3	19989292	19991186	-	1895	8777	9796	11017	3735	15367	13611	9511	6291	7017	10115	9055	10993	4130	10503
AT3G54000	3	19996177	19998736	+	2560	572	428	472	262	816	747	400	412	297	467	482	545	184	573
AT3G54010	3	20000821	20005280	+	4460	3598	3326	3127	1300	3987	4277	2880	2292	2226	2649	2272	3347	752	2881
AT3G54020	3	20005616	20008254	+	2639	936	756	928	296	1634	1402	1020	801	659	990	876	1199	311	1103
AT3G54030	3	20010927	20013766	+	2840	1658	1722	1606	568	2039	2164	1626	1707	1400	1687	1471	2212	853	2196
AT3G54040	3	20013726	20015653	-	1928	477	361	340	139	504	444	281	246	217	354	331	276	158	395
AT3G54050	3	20016837	20018822	+	1986	22328	21379	21590	10742	23499	21430	15157	24375	24231	31031	26757	31751	10482	26950
AT3G54060	3	20018656	20020926	-	2271	143	117	134	38	101	60	45	73	95	92	76	53	28	61
AT3G54065	3	20021255	20022235	-	981	34	84	110	44	157	128	108	48	68	102	124	136	54	176
AT3G54070	3	20022642	20023603	-	962	5	9	20	4	15	3	4	13	14	11	20	11	4	12
AT3G54080	3	20025267	20027022	+	1756	1861	2037	1704	702	1981	1894	1361	1381	1196	1430	1196	1595	633	1587
AT3G54085	3	20026581	20027991	-	1411	57	68	63	8	72	70	29	55	41	59	53	76	19	76
AT3G54090	3	20028052	20030055	+	2004	4395	3753	3488	1691	3999	3531	2544	1489	1370	2068	1624	2242	624	1616
AT3G54100	3	20033951	20038200	-	4250	1553	1636	1679	694	2362	1865	1613	1343	1163	1723	1502	2066	810	1906
AT3G54110	3	20038670	20041210	+	2541	2211	1980	1826	873	2597	2456	1786	1554	1341	1953	1508	2093	715	1914
AT3G54120	3	20041126	20042340	-	1215	179	162	208	54	264	223	187	169	140	154	115	188	74	139
AT3G54130	3	20042641	20044580	-	1940	739	716	700	283	1054	1009	732	594	597	780	680	956	334	823
AT3G54140	3	20045603	20048745	-	3143	5852	5618	5612	1848	6038	5549	3799	7043	6500	7589	5308	7358	2424	5782
AT3G54150	3	20050564	20052931	-	2368	143	100	129	58	347	291	228	98	62	130	86	121	34	106
AT3G54160	3	20053020	20055309	+	2290	172	124	156	48	158	154	118	88	60	72	72	76	48	116
AT3G54170	3	20056664	20059583	+	2920	1842	1623	1600	514	2037	1950	1250	1338	1206	1680	1219	1801	684	1626
AT3G54180	3	20059671	20061488	+	1818	248	301	264	104	317	337	180	228	188	226	232	221	79	310
AT3G54190	3	20061418	20064161	-	2744	5419	4928	4863	1648	5777	5252	3672	5292	4762	5382	4241	5987	1518	4728
AT3G54200	3	20065607	20066617	+	1011	371	480	381	206	346	246	200	538	405	587	600	491	354	644
AT3G54210	3	20067540	20068614	-	1075	11681	11854	10482	5016	9640	9319	7351	9933	8425	11974	10816	11742	4716	11778
AT3G54220	3	20069987	20072878	+	2892	1116	1194	1078	328	862	667	522	1173	961	1128	900	1192	628	1114
AT3G54230	3	20073028	20080384	+	7357	4806	4182	4363	1614	5139	4986	3786	2896	2733	3292	2856	4385	916	3322
AT3G54240	3	20080856	20082360	+	1505	37	15	24	8	14	25	14	10	21	12	14	17	4	14
AT3G54250	3	20082046	20084762	-	2717	444	444	395	181	526	493	344	359	319	405	286	446	131	423
AT3G54260	3	20084971	20086967	-	1997	1632	1645	1537	692	2070	2473	1353	1138	929	1280	1008	1510	350	1193
AT3G54270	3	20086977	20089861	-	2885	166	173	165	38	225	244	128	101	98	128	122	148	32	180
AT3G54280	3	20091852	20104257	+	12406	7060	6692	6289	2032	6313	6128	3987	5380	5094	5634	4315	5813	1634	4287
AT3G54290	3	20104352	20106215	-	1864	1879	1898	1871	760	2115	2116	1474	1649	1506	1919	1470	1924	814	1681
AT3G54300	3	20108207	20110883	-	2677	2496	2465	2272	760	3134	2696	1798	2127	1796	2382	2088	2826	1116	2582
AT3G54310	3	20111153	20112944	-	1792	17	16	10	6	15	13	10	2	2	2	2	2	0	4
AT3G54320	3	20114488	20118745	+	4258	753	782	733	262	846	884	488	522	434	622	576	793	278	750
AT3G54340	3	20119140	20121314	-	2175	12	12	11	6	11	6	10	2	9	9	4	4	0	4
AT3G54350	3	20122017	20126981	-	4965	4167	4172	4251	1176	4528	4099	3049	3615	3207	3901	3322	4290	1444	3504
AT3G54360	3	20128127	20131968	-	3842	9350	8993	8557	4136	10735	10522	7356	10334	9072	11761	9851	12071	3108	10317
AT3G54363	3	20132068	20132535	-	468	290	285	251	90	282	284	160	263	184	265	229	263	104	267
AT3G54380	3	20133893	20137007	-	3115	1495	1512	1392	418	1838	1586	1112	1651	1329	1735	1472	1904	758	1882
AT3G54390	3	20137577	20139244	-	1668	495	467	377	194	554	698	339	377	318	480	400	540	196	532
AT3G54400	3	20140025	20142763	-	2739	1951	2286	1754	706	2023	2113	1425	2991	2264	1998	2462	3344	1422	3869
AT3G54410	3	20144398	20145489	+	1092	5	3	2	4	6	9	1	8	2	4	6	0	2	0
AT3G54420	3	20145905	20148266	+	2362	67	29	44	14	58	38	35	41	30	52	28	62	14	27
AT3G54430	3	20146626	20148221	-	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G54440	3	20148208	20157199	-	8992	10405	9333	9842	3520	11437	10245	7858	7166	6843	8494	6891	9632	2891	8348
AT3G54450	3	20158440	20162005	+	3566	43	25	33	10	22	33	16	16	21	23	42	28	15	34
AT3G54460	3	20161942	20167326	-	5385	4584	4273	3788	1363	4477	4345	2834	5039	4273	4684	4239	5906	1732	5077
AT3G54470	3	20168005	20170320	-	2316	2852	2852	2420	1020	3026	3320	2068	1618	1659	1848	1456	2410	504	2010
AT3G54480	3	20170654	20173530	-	2877	2243	2194	2012	724	2500	2258	1513	2314	1964	2537	2196	2713	838	2596
AT3G54490	3	20173605	20175462	+	1858	13	7	5	0	4	6	0	33	41	18	10	4	6	9
AT3G54500	3	20175370	20179070	-	3701	1976	2196	2211	708	2007	1929	1271	24011	23405	26235	22976	31335	9053	25911
AT3G54510	3	20180007	20183588	+	3582	28	21	10	0	34	8	8	229	212	184	132	262	86	190
AT3G54520	3	20183517	20185202	-	1686	6	4	4	2	4	6	4	6	0	2	4	2	0	2
AT3G54530	3	20185966	20187637	-	1672	1	8	2	2	8	2	5	0	4	6	2	2	0	0
AT3G54540	3	20189794	20192940	+	3147	7770	7158	6663	2740	8352	7765	6055	5395	4943	6119	5424	7896	2315	6865
AT3G54550	3	20193627	20194663	-	1037	25	15	16	6	19	18	3	10	7	12	6	9	6	18
AT3G54560	3	20196140	20197726	+	1587	674	785	682	238	825	910	486	942	936	1018	1076	1215	398	1156
AT3G54570	3	20197949	20199202	-	1254	5	12	4	0	4	7	6	0	0	0	0	0	0	0
AT3G54580	3	20200573	20203919	-	3347	937	499	448	222	496	608	394	146	173	310	284	172	82	244
AT3G54590	3	20206128	20208783	+	2656	531	302	258	134	320	338	211	90	68	180	136	120	76	136
AT3G54600	3	20210792	20213172	+	2381	2551	2697	2164	1248	2612	2756	1404	2031	1984	2635	2232	2425	712	1736
AT3G54610	3	20213406	20217653	+	4248	994	1076	937	342	1188	964	646	910	743	954	834	954	346	925
AT3G54620	3	20217854	20220497	-	2644	4465	4389	4982	2018	6245	5302	4300	4521	3898	5314	4622	6034	2204	5573
AT3G54630	3	20221097	20223028	-	1932	355	330	275	140	336	332	199	200	192	182	192	246	56	212
AT3G54640	3	20223034	20225523	-	2490	1927	2034	1732	434	1857	1822	1278	1764	1512	1982	1584	1658	655	1575
AT3G54650	3	20225730	20229214	-	3485	1317	1706	1362	506	1425	1216	982	1430	1237	1494	1250	1770	606	1614
AT3G54660	3	20229637	20233211	-	3575	6645	6529	5665	1668	6012	5566	3855	11520	11387	14624	10578	14267	3845	10372
AT3G54670	3	20235506	20244046	+	8541	5782	4952	4511	1682	5686	5867	3708	3183	3305	3585	2902	4423	1134	3495
AT3G54680	3	20244284	20246080	+	1797	694	609	550	161	535	419	308	616	665	964	723	813	440	796
AT3G54690	3	20246504	20248152	+	1649	1748	1750	1590	446	1444	1386	1199	1924	1728	2228	1728	2503	1084	2365
AT3G54700	3	20248214	20250948	-	2735	48	8	18	13	24	7	13	16	12	10	16	6	2	10
AT3G54710	3	20251812	20254323	+	2512	278	271	268	58	286	317	170	210	183	220	166	272	74	198
AT3G54720	3	20254639	20257916	-	3278	1327	1412	1095	474	1218	1184	850	1767	1764	2264	1991	2625	982	2416
AT3G54730	3	20259003	20260458	+	1456	10	20	3	4	6	14	4	2	8	0	6	2	0	4
AT3G54740	3	20262175	20264686	+	2512	1175	1139	1193	358	1310	1292	1008	989	818	1054	829	1292	392	1140
AT3G54750	3	20264634	20268885	-	4252	1083	1107	981	320	1039	1151	705	970	941	977	844	1197	368	1040
AT3G54760	3	20269024	20272504	-	3481	9076	7374	7105	3065	8164	8155	5074	4448	4059	4805	3738	5890	1369	4370
AT3G54770	3	20273672	20276016	-	2345	105	101	54	12	70	97	44	29	42	60	30	34	18	54
AT3G54780	3	20278798	20281551	+	2754	439	398	434	118	459	567	260	196	224	259	218	295	81	313
AT3G54790	3	20281535	20285290	-	3756	4132	4047	3573	1298	4557	4206	3023	2678	2462	2695	2661	3359	1487	3349
AT3G54800	3	20286070	20290268	+	4199	14	2	4	0	6	13	8	0	1	0	0	0	0	0
AT3G54810	3	20296130	20298827	+	2698	3776	3697	4298	1774	10714	10927	8171	3126	2400	4080	6325	7469	4430	9612
AT3G54820	3	20301759	20304309	+	2551	462	553	466	214	579	501	366	555	517	626	586	566	280	800
AT3G54826	3	20310269	20311854	+	1586	883	1007	856	323	1165	1102	685	1048	882	1246	1064	1416	555	1387
AT3G54830	3	20311901	20315887	-	3987	1464	1794	1865	529	1841	1833	1058	1866	1944	2380	2433	3516	1374	3654
AT3G54840	3	20318412	20321106	+	2695	3670	3688	3480	1022	4437	3928	2349	3558	3444	3976	3219	4266	1692	3975
AT3G54850	3	20321353	20324020	+	2668	2203	1888	2023	692	2555	2389	1865	1447	1182	1481	1311	1866	633	1888
AT3G54860	3	20324088	20330030	-	5943	2908	2873	2599	982	3390	3277	2294	2599	2245	2830	2375	3326	1171	2892
AT3G54870	3	20330680	20336866	+	6187	153	132	164	49	157	181	94	35	85	122	69	94	29	74
AT3G54880	3	20336687	20338598	-	1912	1103	1479	1624	493	3127	1863	1535	1458	1899	2483	1814	3061	1000	2260
