ENSMBL_geneID	Uniprot_proteinID	NCBI_refeT2T_geneID
Vitvi08g01316	D7THC1	VIT_08s0007g01730
Vitvi08g01318	D7THC0	VIT_08s0007g01740
Vitvi08g01319	F6HKX6	VIT_08s0007g01750
Vitvi08g01320	D7THB8	VIT_08s0007g01760
Vitvi08g01322	D7THB7	VIT_08s0007g01780
Vitvi08g01323	D7THB6	VIT_08s0007g01790
Vitvi08g01325	F6HKX5	VIT_08s0007g01810
Vitvi08g01326	F6HKX4	VIT_08s0007g01820
Vitvi08g01327	F6HKX2	VIT_08s0007g01850
Vitvi08g01329	D7THB0	VIT_08s0007g01860
Vitvi08g01332	F6HKX0	VIT_08s0007g01890
Vitvi08g01333	F6HKW9	VIT_08s0007g01900
Vitvi08g01335	D7THA7	VIT_08s0007g01910
Vitvi08g01336	F6HKU0	VIT_08s0007g01920
Vitvi08g01337	F6HKT9	VIT_08s0007g01930
Vitvi08g01338	F6HKT8	VIT_08s0007g01940
Vitvi08g01339	D7THA3	VIT_08s0007g01960
Vitvi08g01340	D7THA1	VIT_08s0007g01980
Vitvi08g01341	F6HKT6	VIT_08s0007g01990
Vitvi08g01342	F6HKT5	VIT_08s0007g02000
Vitvi08g01346	D7TH97	VIT_08s0007g02030
Vitvi08g01347	F6HKT3	VIT_08s0007g02040
Vitvi08g01348	F6HKT2	VIT_08s0007g02050
Vitvi08g01349	F6HKT1	VIT_08s0007g02100
Vitvi08g01351	F6HKT0	VIT_08s0007g02110
Vitvi08g01352	F6HKT0	VIT_08s0007g02110
Vitvi08g01353	F6HKS9	VIT_08s0007g02120
Vitvi08g01354	D7TH87	VIT_08s0007g02130
Vitvi08g01356	D7TH85	VIT_08s0007g02150
Vitvi08g01357	F6HKS8	VIT_08s0007g02160
Vitvi08g01358	A5C287	VIT_08s0007g02170
Vitvi08g01359	D7TH81	VIT_08s0007g02180
Vitvi08g01360	F6HKS7	VIT_08s0007g02190
Vitvi08g01361	D7TH79	VIT_08s0007g02210
Vitvi08g01363	D7TH78	VIT_08s0007g02220
Vitvi08g01364	F6HKS6	VIT_08s0007g02230
Vitvi08g01365	D7TH75	VIT_08s0007g02250
Vitvi08g01366	D7TH74	VIT_08s0007g02260
Vitvi08g01367	D7TH73	VIT_08s0007g02270
Vitvi08g01369	F6HKS4	VIT_08s0007g02280
Vitvi08g01370	F6HKS3	VIT_08s0007g02290
Vitvi08g01371	D7TH70	VIT_08s0007g02300
Vitvi08g01372	F6HKS2	VIT_08s0007g02320
Vitvi08g01373	F6HKS1	VIT_08s0007g02330
Vitvi08g01374	F6HKS1	VIT_08s0007g02330
Vitvi08g01375	D7TH66	VIT_08s0007g02340
Vitvi08g01376	A5ALF3	VIT_08s0007g02350
Vitvi08g01377	F6HKR7	VIT_08s0007g02360
Vitvi08g01378	F6HKR6	VIT_08s0007g02380
Vitvi08g01379	F6HKR5	VIT_08s0007g02410
Vitvi08g01382	D7TH57	VIT_08s0007g02460
Vitvi08g01384	F6HKR1	VIT_08s0007g02470
Vitvi08g01385	A5B1P2	VIT_08s0007g02480
Vitvi08g01386	D7TH54	VIT_08s0007g02490
Vitvi08g01387	F6HKR0	VIT_08s0007g02500
Vitvi08g01388	D7TH52	VIT_08s0007g02510
Vitvi08g01389	F6HKQ9	VIT_08s0007g02520
Vitvi08g01390	F6HKQ8	VIT_08s0007g02540
Vitvi08g01391	F6HKQ7	VIT_08s0007g02550
Vitvi08g01392	F6HKQ6	VIT_08s0007g02560
Vitvi08g01393	F6HKQ5	VIT_08s0007g02570
Vitvi08g01394	D7TH48	VIT_08s0007g02580
Vitvi08g01395	F6HKQ3	VIT_08s0007g02600
Vitvi08g01396	F6HKQ2	VIT_08s0007g02610
Vitvi08g01397	D7TH43	VIT_08s0007g02620
Vitvi08g01401	F6HKP7	VIT_08s0007g02670
Vitvi08g01403	F6HKP4	VIT_08s0007g02720
Vitvi08g01406	F6HKP2	VIT_08s0007g02740
Vitvi08g01408	F6HKP0	VIT_08s0007g02770
Vitvi08g01409	F6HKN9	VIT_08s0007g02780
Vitvi08g01410	F6HKN8	VIT_08s0007g02790
Vitvi08g01411	F6HKN7	VIT_08s0007g02800
Vitvi08g01412	F6HKN6	VIT_08s0007g02810
Vitvi08g01413	D7TH27	VIT_08s0007g02820
Vitvi08g01414	F6HKN5	VIT_08s0007g02830
Vitvi08g01415	D7TH25	VIT_08s0007g02840
Vitvi08g01416	F6HKN4	VIT_08s0007g02850
Vitvi08g01417	D7TJB2	VIT_08s0007g02870
Vitvi08g01418	A7PP95	VIT_08s0007g02880
Vitvi08g01419	D7TJB0	VIT_08s0007g02890
Vitvi08g01421	D7TJA9	VIT_08s0007g02900
Vitvi08g01422	D7TJA8	VIT_08s0007g02910
Vitvi08g01423	F6HKN3	VIT_08s0007g02920
Vitvi08g01425	D7TJA6	VIT_08s0007g02930
Vitvi08g01426	F6HKN2	VIT_08s0007g02940
Vitvi08g01427	D7TJA4	VIT_08s0007g02950
Vitvi08g01428	D7TJA3	VIT_08s0007g02960
Vitvi08g01429	A5C2R3	VIT_08s0007g03000
Vitvi08g01430	D7TJ98	VIT_08s0007g03010
Vitvi08g01432	A5AZI0	VIT_08s0007g03030
Vitvi08g01433	F6HKM9	VIT_08s0007g03050
Vitvi08g01434	F6HKM8	VIT_08s0007g03060
Vitvi08g01436	F6HKM5	VIT_08s0007g03090
Vitvi08g01438	F6HKM3	VIT_08s0007g03110
Vitvi08g01439	D7TJ88	VIT_08s0007g03120
Vitvi08g01441	D7TJ87	VIT_08s0007g03130
Vitvi08g01442	F6HKM2	VIT_08s0007g03140
Vitvi08g01443	F6HKM1	VIT_08s0007g03150
Vitvi08g01444	D7TJ83	VIT_08s0007g03160
Vitvi08g01445	D7TJ82	VIT_08s0007g03170
Vitvi08g01448	F6HKM0	VIT_08s0007g03180
Vitvi08g01450	F6HKL9	VIT_08s0007g03200
Vitvi08g01451	F6HKL7	VIT_08s0007g03220
Vitvi08g01452	F6HKL6	VIT_08s0007g03230
Vitvi08g01454	D7TJ76	VIT_08s0007g03240
Vitvi08g01455	D7TJ75	VIT_08s0007g03250
Vitvi08g01456	F6HKL4	VIT_08s0007g03270
Vitvi08g01457	D7TJ73	VIT_08s0007g03280
Vitvi08g01458	F6HKL3	VIT_08s0007g03290
Vitvi08g01459	F6HKL2	VIT_08s0007g03300
Vitvi08g01460	D7TJ70	VIT_08s0007g03320
Vitvi08g01461	F6HKL0	VIT_08s0007g03330
Vitvi08g01462	F6HKK9	VIT_08s0007g03340
Vitvi08g01463	D7TJ67	VIT_08s0007g03350
Vitvi08g01464	D7TJ66	VIT_08s0007g03360
Vitvi08g01465	F6HKK8	VIT_08s0007g03370
Vitvi08g01466	D7TJ65	VIT_08s0007g03380
Vitvi08g01467	A5AR17	VIT_08s0007g03390
Vitvi08g01468	F6HKK6	VIT_08s0007g03400
Vitvi08g01469	F6HKK5	VIT_08s0007g03410
Vitvi08g01470	F6HKK4	VIT_08s0007g03420
Vitvi08g01471	F6HKK3	VIT_08s0007g03430
Vitvi08g01472	D7TJ60	VIT_08s0007g03440
Vitvi08g01473	A4GG72	TFL1B
Vitvi08g01474	D7TJ58	VIT_08s0007g03460
Vitvi08g01475	D7TJ57	VIT_08s0007g03470
Vitvi08g01476	F6HKJ9	VIT_08s0007g03520
Vitvi08g01478	D7TJ49	VIT_08s0007g03570
Vitvi08g01480	D7TJ49	VIT_08s0007g03570
Vitvi08g01481	F6HKJ6	VIT_08s0007g03580
Vitvi08g01482	F6HKJ4	VIT_08s0007g03600
Vitvi08g01483	D7TJ46	VIT_08s0007g03610
Vitvi08g01484	F6HKJ3	VIT_08s0007g03630
Vitvi08g01485	D7TJ42	VIT_08s0007g03650
Vitvi08g01487	F6HKJ2	VIT_08s0007g03660
Vitvi08g01488	D7TJ40	VIT_08s0007g03670
Vitvi08g01489	F6HP74	VIT_16s0100g00270
Vitvi08g01490	D7TJ39	VIT_08s0007g03690
Vitvi08g01492	D7TJ38	VIT_08s0007g03700
Vitvi08g01493	F6HKJ0	VIT_08s0007g03710
Vitvi08g01494	F6HKI9	VIT_08s0007g03720
Vitvi08g01497	D7TJ35	VIT_08s0007g03750
Vitvi08g01498	F6HKI6	VIT_08s0007g03760
Vitvi08g01499	F6HKI5	VIT_08s0007g03770
Vitvi08g01500	F6HKI4	VIT_08s0007g03780
Vitvi08g01502	D7TJ30	VIT_08s0007g03800
Vitvi08g01505	F6HKI2	VIT_08s0007g03820
Vitvi08g01506	A5B118	VIT_08s0007g03830
Vitvi08g01507	F6HKI0	VIT_08s0007g03840
Vitvi08g01508	D7TJ26	VIT_08s0007g03850
Vitvi08g01509	D7TJ25	VIT_08s0007g03860
Vitvi08g01510	D7TJ24	VIT_08s0007g03870
Vitvi08g01511	F6HKH9	VIT_08s0007g03880
Vitvi08g01512	D7TJ22	VIT_08s0007g03890
Vitvi08g01513	F6HKH8	VIT_08s0007g03900
Vitvi08g01514	F6HKH7	VIT_08s0007g03910
Vitvi08g01515	F6HKH6	VIT_08s0007g03920
Vitvi08g01517	D7TJ17	VIT_08s0007g03930
Vitvi08g01518	F6HKH5	VIT_08s0007g03940
Vitvi08g01519	F6HKH4	VIT_08s0007g03950
Vitvi08g01520	F6HKH3	VIT_08s0007g03960
Vitvi08g01521	F6HKH2	VIT_08s0007g03970
Vitvi08g01522	F6HKH1	VIT_08s0007g03980
Vitvi08g01523	D7TJ10	VIT_08s0007g03990
Vitvi08g01525	F6HKG8	VIT_08s0007g04020
Vitvi08g01527	D7TJ07	VIT_08s0007g04030
Vitvi08g01528	F6HKG7	VIT_08s0007g04040
Vitvi08g01534	F6HKG0	VIT_08s0007g04120
Vitvi08g01536	D7TIZ8	VIT_08s0007g04140
Vitvi08g01537	F6HKF8	VIT_08s0007g04150
Vitvi08g01538	F6HKF7	VIT_08s0007g04160
Vitvi08g01539	D7TIZ5	VIT_08s0007g04170
Vitvi08g01540	F6HKF6	VIT_08s0007g04180
Vitvi08g01542	A5BT80	VIT_08s0007g04190
Vitvi08g01543	D7TIZ2	VIT_08s0007g04200
Vitvi08g01544	D7TIZ1	VIT_08s0007g04210
Vitvi08g01545	F6HKF5	VIT_08s0007g04220
Vitvi08g01546	D7TIY9	VIT_08s0007g04230
Vitvi08g01547	F6HKF4	VIT_08s0007g04240
Vitvi08g01548	D7TIY7	VIT_08s0007g04250
Vitvi08g01550	D7TIY4	VIT_08s0007g04280
Vitvi08g01551	D7TIY3	VIT_08s0007g04290
Vitvi08g01553	D7TIY2	VIT_08s0007g04300
Vitvi08g01554	D7TIY1	VIT_08s0007g04310
Vitvi08g01555	D7TIX9	VIT_08s0007g04330
Vitvi08g01556	D7TIX8	VIT_08s0007g04340
Vitvi08g01558	F6HKF2	VIT_08s0007g04350
Vitvi08g01560	D7TIX5	VIT_08s0007g04370
Vitvi08g01561	D7TIX4	VIT_08s0007g04380
Vitvi08g01562	D7TIX3	VIT_08s0007g04390
Vitvi08g01567	D7TIW7	VIT_08s0007g04460
Vitvi08g01568	D7TIW6	VIT_08s0007g04470
Vitvi08g01569	F6HKE8	VIT_08s0007g04480
Vitvi08g01570	F6HKE8	VIT_08s0007g04480
Vitvi08g01571	F6HKE7	VIT_08s0007g04490
Vitvi08g01572	F6HKE6	VIT_08s0007g04510
Vitvi08g01573	F6HKE5	VIT_08s0007g04520
Vitvi08g01574	F6HKE4	VIT_08s0007g04530
Vitvi08g01575	F6HKE3	VIT_08s0007g04540
Vitvi08g01577	F6HKE2	VIT_08s0007g04550
Vitvi08g01578	D7U5P0	VIT_15s0045g00330
Vitvi08g01579	F6HKE1	VIT_08s0007g04560
Vitvi08g01580	A5BL00	VIT_08s0007g04570
Vitvi08g01581	F6HKD8	VIT_08s0007g04590
Vitvi08g01582	F6HKD6	VIT_08s0007g04610
Vitvi08g01583	F6HKD5	VIT_08s0007g04630
Vitvi08g01586	D7TIU8	VIT_08s0007g04670
Vitvi08g01587	F6HKD3	VIT_08s0007g04680
Vitvi08g01588	F6HKD2	VIT_08s0007g04690
Vitvi08g01589	F6HKD1	VIT_08s0007g04700
Vitvi08g01591	F6HKD0	VIT_08s0007g04710
Vitvi08g01596	D7TIU1	VIT_08s0007g04740
Vitvi08g01597	D7TIU0	VIT_08s0007g04750
Vitvi08g01599	D7TIT9	VIT_08s0007g04760
Vitvi08g01600	A5ARW4	VIT_08s0007g04770
Vitvi08g01602	F6HKC8	VIT_08s0007g04780
Vitvi08g01603	D7TIT6	VIT_08s0007g04790
Vitvi08g01604	D7TIT5	VIT_08s0007g04800
Vitvi08g01606	E7BTN4	VIT_08s0007g04820
Vitvi08g01607	D7TIT3	VIT_08s0007g04830
Vitvi08g01608	A5BED8	VIT_08s0007g04840
Vitvi08g01609	A5BED9	VIT_08s0007g04850
Vitvi08g01611	F6HKC4	VIT_08s0007g04860
Vitvi08g01612	F6HKC3	VIT_08s0007g04870
Vitvi08g01614	D7TIS7	VIT_08s0007g04890
Vitvi08g01615	D7TIS5	VIT_08s0007g04910
Vitvi08g01616	D7TIS4	VIT_08s0007g04920
Vitvi08g01617	F6HKC0	VIT_08s0007g04950
Vitvi08g01618	F6HKB7	VIT_08s0007g04980
Vitvi08g01619	D7TIR9	VIT_08s0007g04990
Vitvi08g01621	F6HKB6	VIT_08s0007g05010
Vitvi08g01622	F6HKB5	VIT_08s0007g05020
Vitvi08g01623	D7TIR5	VIT_08s0007g05030
Vitvi08g01624	D7TIR4	VIT_08s0007g05040
Vitvi08g01627	F6HKB3	VIT_08s0007g05060
Vitvi08g01629	D7TIR0	VIT_08s0007g05080
Vitvi08g01630	D7TIQ9	VIT_08s0007g05090
Vitvi08g01631	F6HKB2	VIT_08s0007g05100
Vitvi08g01634	F6HKB1	VIT_08s0007g05130
Vitvi08g01635	D7TIQ4	VIT_08s0007g05140
Vitvi08g01638	D7TIQ1	VIT_08s0007g05170
Vitvi08g01639	F6HKA9	VIT_08s0007g05180
Vitvi08g01640	A5BLJ8	VIT_08s0007g05200
Vitvi08g01641	F6HKA8	VIT_08s0007g05210
Vitvi08g01642	F6HKA7	VIT_08s0007g05230
Vitvi08g01644	F6HKA6	VIT_08s0007g05240
Vitvi08g01645	F6HKA5	VIT_08s0007g05250
Vitvi08g01646	F6HKA4	VIT_08s0007g05260
Vitvi08g01649	D7TIN8	VIT_08s0007g05300
Vitvi08g01651	F6HKA1	VIT_08s0007g05320
Vitvi08g01652	D7TIN5	VIT_08s0007g05330
Vitvi08g01653	D7TIN4	VIT_08s0007g05340
Vitvi08g01655	F6HKA0	VIT_08s0007g05350
Vitvi08g01656	F6HK99	VIT_08s0007g05360
Vitvi08g01657	F6HK98	VIT_08s0007g05370
Vitvi08g01659	D7TIM9	VIT_08s0007g05400
Vitvi08g01660	D7TIM8	VIT_08s0007g05410
Vitvi08g01661	D7TIM7	VIT_08s0007g05420
Vitvi08g01662	D7TIM6	VIT_08s0007g05430
Vitvi08g01664	F6HLQ8	VIT_08s0007g05490
Vitvi08g01666	F6HLQ7	VIT_08s0007g05500
Vitvi08g01667	F6HLQ6	VIT_08s0007g05520
Vitvi08g01668	F6HLQ5	VIT_08s0007g05530
Vitvi08g01669	D7TIL4	VIT_08s0007g05570
Vitvi08g01670	D7TIL3	VIT_08s0007g05580
Vitvi08g01672	D7TIL1	VIT_08s0007g05600
Vitvi08g01673	F6HLQ1	VIT_08s0007g05610
Vitvi08g01674	F6HLP6	VIT_08s0007g05690
Vitvi08g01675	D7TIK6	VIT_08s0007g05700
Vitvi08g01676	F6HLP5	VIT_08s0007g05710
Vitvi08g01678	F6HLP4	VIT_08s0007g05740
Vitvi08g01679	D7TIK1	VIT_08s0007g05750
Vitvi08g01680	F6HLP3	VIT_08s0007g05760
Vitvi08g01681	F6HLP2	VIT_08s0007g05770
Vitvi08g01682	F6HLP1	VIT_08s0007g05780
Vitvi08g01683	F6HLP0	VIT_08s0007g05790
Vitvi08g01684	F6HLN9	VIT_08s0007g05800
Vitvi08g01685	F6HLN8	VIT_08s0007g05810
Vitvi08g01686	A5AI86	VIT_08s0007g05860
Vitvi08g01687	F6HLN3	VIT_08s0007g05870
Vitvi08g01689	F6HLN1	VIT_08s0007g05890
Vitvi08g01690	D7SVC8	VIT_14s0068g00520
Vitvi08g01691	F6HLN0	VIT_08s0007g05900
Vitvi08g01692	F6HLM9	VIT_08s0007g05910
Vitvi08g01693	F6HLM9	VIT_08s0007g05910
Vitvi08g01694	F6HLM9	VIT_08s0007g05910
Vitvi08g01695	D7TII7	VIT_08s0007g05920
Vitvi08g01696	F6HLM8	VIT_08s0007g05930
Vitvi08g01697	F6HLM7	VIT_08s0007g05940
Vitvi08g01698	F6HLM6	VIT_08s0007g05950
Vitvi08g01699	F6HLM4	VIT_08s0007g05990
Vitvi08g01701	F6HLL9	VIT_08s0007g06040
Vitvi08g01702	F6HLL8	VIT_08s0007g06060
Vitvi08g01707	D7U086	VIT_09s0002g03160
Vitvi08g01708	F6HLL4	VIT_08s0007g06140
Vitvi08g01709	F6HLL3	VIT_08s0007g06150
Vitvi08g01710	F6HLL2	VIT_08s0007g06160
Vitvi08g01711	F6HLL1	VIT_08s0007g06170
Vitvi08g01713	F6HLL0	VIT_08s0007g06190
Vitvi08g01714	D7TIG5	VIT_08s0007g06200
Vitvi08g01716	F6HLK8	VIT_08s0007g06230
Vitvi08g01717	F6HLK7	VIT_08s0007g06240
Vitvi08g01718	F6HLK6	VIT_08s0007g06250
Vitvi08g01719	F6HLK5	VIT_08s0007g06260
Vitvi08g01720	F6HLK4	VIT_08s0007g06270
Vitvi08g01721	A5BGN8	VIT_08s0007g06290
Vitvi08g01722	D7TIF7	VIT_08s0007g06300
Vitvi08g01723	F6HLK2	VIT_08s0007g06310
Vitvi08g01724	F6HLK1	VIT_08s0007g06340
Vitvi08g01725	D7TIF5	VIT_08s0007g06350
Vitvi08g01728	F6HLK0	VIT_08s0007g06360
Vitvi08g01729	F6HLJ9	VIT_08s0007g06370
Vitvi08g01730	F6HLJ8	VIT_08s0007g06380
Vitvi08g01731	F6HLJ7	VIT_08s0007g06390
Vitvi08g01732	F6HLJ6	VIT_08s0007g06400
Vitvi08g01733	F6HLJ5	VIT_08s0007g06410
Vitvi08g01734	D7TIE6	VIT_08s0007g06440
Vitvi08g01735	D7TIE4	VIT_08s0007g06460
Vitvi08g01736	F6HLJ3	VIT_08s0007g06470
Vitvi08g01737	F6HLJ1	VIT_08s0007g06490
Vitvi08g01738	D7TIE0	VIT_08s0007g06500
Vitvi08g01739	D7TID9	VIT_08s0007g06510
Vitvi08g01740	A5B0L2	VIT_08s0007g06520
Vitvi08g01741	D7TID7	VIT_08s0007g06530
Vitvi08g01742	D7TID6	VIT_08s0007g06540
Vitvi08g01743	D7TID5	VIT_08s0007g06550
Vitvi08g01744	F6HLI9	VIT_08s0007g06560
Vitvi08g01746	F6HLI8	VIT_08s0007g06570
Vitvi08g01747	F6HLI4	VIT_08s0007g06610
Vitvi08g01748	F6HLI2	VIT_08s0007g06630
Vitvi08g01749	F6HLI1	VIT_08s0007g06640
Vitvi08g01751	F6HLI0	VIT_08s0007g06660
Vitvi08g01752	F6HLH9	VIT_08s0007g06670
Vitvi08g01753	F6HLH8	VIT_08s0007g06680
Vitvi08g01756	F6HLH6	VIT_08s0007g06700
Vitvi08g01757	F6HLH5	VIT_08s0007g06710
Vitvi08g01758	D7TIC4	VIT_08s0007g06720
Vitvi08g01759	F6HLH4	VIT_08s0007g06730
Vitvi08g01760	Q9XGC3	VIT_08s0007g06740
Vitvi08g01762	D7TIC0	VIT_08s0007g06760
Vitvi08g01764	F6HLH3	VIT_08s0007g06770
Vitvi08g01765	F6HLH2	VIT_08s0007g06780
Vitvi08g01766	D7TIB6	VIT_08s0007g06790
Vitvi08g01767	D7TIB5	VIT_08s0007g06800
Vitvi08g01768	D7TIB4	VIT_08s0007g06820
Vitvi08g01769	F6HLH1	VIT_08s0007g06830
Vitvi08g01770	D7TEQ7	VIT_12s0059g02710
Vitvi08g01771	F6HLH0	VIT_08s0007g06870
Vitvi08g01772	D7TIA9	VIT_08s0007g06880
Vitvi08g01773	A5C0T5	VIT_08s0007g06890
Vitvi08g01774	F6HLG4	VIT_08s0007g06900
Vitvi08g01776	F6HLF7	VIT_08s0007g06990
Vitvi08g01777	F6HLF6	VIT_08s0007g07000
Vitvi08g01778	A5AKQ7	VIT_08s0007g07010
Vitvi08g01779	D7TI99	VIT_08s0007g07030
Vitvi08g01780	D7TI97	VIT_08s0007g07050
Vitvi08g01781	F6HLF5	VIT_08s0007g07060
Vitvi08g01782	F6HLF4	VIT_08s0007g07070
Vitvi08g01783	F6HLF3	VIT_08s0007g07090
Vitvi08g01784	D7TI92	VIT_08s0007g07100
Vitvi08g01786	D7TI91	VIT_08s0007g07110
Vitvi08g01787	F6HLF2	VIT_08s0007g07120
Vitvi08g01788	F6HLF1	VIT_08s0007g07130
Vitvi08g01789	D7TI89	VIT_08s0007g07140
Vitvi08g01790	D7TI88	VIT_08s0007g07150
Vitvi08g01791	D7TI87	VIT_08s0007g07160
Vitvi08g01792	D7TI86	VIT_08s0007g07170
Vitvi08g01793	F6HLF0	VIT_08s0007g07180
Vitvi08g01794	D7TI84	VIT_08s0007g07190
Vitvi08g01795	D7TI83	VIT_08s0007g07200
Vitvi08g01796	F6HLE8	VIT_08s0007g07220
Vitvi08g01797	F6HLE7	VIT_08s0007g07230
Vitvi08g01798	F6HLE6	VIT_08s0007g07240
Vitvi08g01800	D7TI76	VIT_08s0007g07260
Vitvi08g01802	D7TI74	VIT_08s0007g07280
Vitvi08g01803	D7TI73	VIT_08s0007g07290
Vitvi08g01804	F6HLE4	VIT_08s0007g07300
Vitvi08g01805	F6HLC0	VIT_08s0007g07320
Vitvi08g01807	D7TI71	VIT_08s0007g07340
Vitvi08g01808	F6HLB8	VIT_08s0007g07350
Vitvi08g01809	D7TI69	VIT_08s0007g07370
Vitvi08g01810	F6HLB6	VIT_08s0007g07380
Vitvi08g01811	F6HLB5	VIT_08s0007g07390
Vitvi08g01812	F6HLB4	VIT_08s0007g07400
Vitvi08g01813	D7TI65	VIT_08s0007g07410
Vitvi08g01814	F6HLB3	VIT_08s0007g07420
Vitvi08g01815	A5C6V7	VIT_08s0007g07430
Vitvi08g01816	F6HLB1	VIT_08s0007g07440
Vitvi08g01817	D7TI61	VIT_08s0007g07450
Vitvi08g01818	D7TI60	VIT_08s0007g07460
Vitvi08g01820	D7TI59	VIT_08s0007g07470
Vitvi08g01821	D7TI58	VIT_08s0007g07480
Vitvi08g01822	F6HLB0	VIT_08s0007g07490
Vitvi08g01824	D7TI56	VIT_08s0007g07500
Vitvi08g01825	F6HLA9	VIT_08s0007g07510
Vitvi08g01826	F6HLA8	VIT_08s0007g07520
Vitvi08g01828	F6HLA7	VIT_08s0007g07530
Vitvi08g01829	D7TI52	VIT_08s0007g07540
Vitvi08g01831	F6HLA6	VIT_08s0007g07550
Vitvi08g01832	A5BTD4	VIT_08s0007g07560
Vitvi08g01833	D7TI48	VIT_08s0007g07570
Vitvi08g01834	F6HLA5	VIT_08s0007g07580
Vitvi08g01835	D7TI46	VIT_08s0007g07590
Vitvi08g01836	F6HLA4	VIT_08s0007g07600
Vitvi08g01837	D7TI44	VIT_08s0007g07610
Vitvi08g01838	D7TI43	VIT_08s0007g07620
Vitvi08g01839	F6HLA3	VIT_08s0007g07630
Vitvi08g01841	F6HLA2	VIT_08s0007g07640
Vitvi08g01842	F6HLA1	VIT_08s0007g07660
Vitvi08g01843	F6HLA0	VIT_08s0007g07670
Vitvi08g01844	F6HL98	VIT_08s0007g07690
Vitvi08g01845	A5BLQ0	VIT_08s0007g07700
Vitvi08g01846	D7TI34	VIT_08s0007g07720
Vitvi08g01847	F6HL71	VIT_08s0007g07730
Vitvi08g01848	F6HL71	VIT_08s0007g07730
Vitvi08g01851	F6HL68	VIT_08s0007g07790
Vitvi08g01852	A5AWW8	VIT_08s0007g07810
Vitvi08g01853	F6HL66	VIT_08s0007g07820
Vitvi08g01854	F6HL65	VIT_08s0007g07840
Vitvi08g01855	D7TI21	VIT_08s0007g07850
Vitvi08g01856	D7TI19	VIT_08s0007g07870
Vitvi08g01857	F6HL63	VIT_08s0007g07880
Vitvi08g01858	F6HL62	VIT_08s0007g07890
Vitvi08g01859	F6HL61	VIT_08s0007g07900
Vitvi08g01860	F6HL60	VIT_08s0007g07920
Vitvi08g01861	F6GU86	VIT_06s0004g01800
Vitvi08g01863	F6HL59	VIT_08s0007g07930
Vitvi08g01864	A5BFH0	VIT_08s0007g07950
Vitvi08g01865	D7TI11	VIT_08s0007g07960
Vitvi08g01866	F6HL56	VIT_08s0007g07970
Vitvi08g01867	F6HL48	VIT_08s0007g08050
Vitvi08g01868	D7TI06	VIT_08s0007g08060
Vitvi08g01869	F6HL47	VIT_08s0007g08070
Vitvi08g01870	F6HL46	VIT_08s0007g08080
Vitvi08g01871	F6HL45	VIT_08s0007g08090
Vitvi08g01872	D7TI02	VIT_08s0007g08110
Vitvi08g01873	D7TI01	VIT_08s0007g08120
Vitvi08g01874	D7TI00	PURA
Vitvi08g01875	D7THZ7	VIT_08s0007g08160
Vitvi08g01876	D7THZ6	VIT_08s0007g08180
Vitvi08g01878	F6HL10	VIT_08s0007g08190
Vitvi08g01879	D7THZ4	VIT_08s0007g08200
Vitvi08g01880	F6HL09	VIT_08s0007g08210
Vitvi08g01881	F6HL08	VIT_08s0007g08230
Vitvi08g01883	D7THZ0	VIT_08s0007g08250
Vitvi08g01884	D7THY8	VIT_08s0007g08260
Vitvi08g01886	F6HL06	VIT_08s0007g08270
Vitvi08g01887	F6HL05	VIT_08s0007g08280
Vitvi08g01888	D7THY7	VIT_08s0007g08290
Vitvi08g01889	F6HL04	VIT_08s0007g08300
Vitvi08g01890	F6HL03	VIT_08s0007g08310
Vitvi08g01891	F6HL02	VIT_08s0007g08320
Vitvi08g01893	D7THY2	VIT_08s0007g08340
Vitvi08g01894	F6HL01	VIT_08s0007g08350
Vitvi08g01895	F6HL00	VIT_08s0007g08360
Vitvi08g01896	A5BIQ8	VIT_08s0007g08370
Vitvi08g01897	F6HKZ8	VIT_08s0007g08380
Vitvi08g01899	A5BGZ8	VIT_08s0007g08400
Vitvi08g01900	A5BGZ7	VIT_08s0007g08410
Vitvi08g01902	A5AJ32	VIT_08s0007g08450
Vitvi08g01904	F6HKZ2	VIT_08s0007g08460
Vitvi08g01905	D7THW9	VIT_08s0007g08470
Vitvi08g01906	D7THW8	VIT_08s0007g08480
Vitvi08g01910	D7THW7	VIT_08s0007g08490
Vitvi08g01911	F6HKZ1	VIT_08s0007g08500
Vitvi08g01912	F6HMB0	VIT_10s0003g01540
Vitvi08g01913		
Vitvi08g01914	F6HKY9	VIT_08s0007g08530
Vitvi08g01915	F6HKY8	VIT_08s0007g08540
Vitvi08g01916	D7THW3	VIT_08s0007g08550
Vitvi08g01917	D7THW2	VIT_08s0007g08560
Vitvi08g01918	F6HKW8	VIT_08s0007g08570
Vitvi08g01919	F6HKW7	VIT_08s0007g08580
Vitvi08g01920	D7THV9	VIT_08s0007g08590
Vitvi08g01922	F6HKW4	VIT_08s0007g08660
Vitvi08g01923	F6HKW2	VIT_08s0007g08680
Vitvi08g01924	D7THV1	VIT_08s0007g08690
Vitvi08g01925	F6HKW1	VIT_08s0007g08700
Vitvi08g01926	F6HKW0	VIT_08s0007g08710
Vitvi08g01927	F6HKV9	VIT_08s0007g08720
Vitvi08g01929	F6HKV8	VIT_08s0007g08730
Vitvi08g01931	F6HKV6	VIT_08s0007g08750
Vitvi08g01932	F6HKV5	VIT_08s0007g08760
Vitvi08g01933	F6HKV4	VIT_08s0007g08770
Vitvi08g01934	F6HKV3	VIT_08s0007g08780
